age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
43,59206,Self-Employed,648,2,20866,0.69,0,0,Tier 2,0.352430497,1,Fair,Medium,Adult,75251
27,15000,Salaried,726,0,4194,0.67,2,3,Tier 3,0.2796,1,Good,Low,Young,16589
33,31588,Salaried,640,1,7045,0.68,2,0,Tier 2,0.223027732,1,Fair,Low,Adult,35077
37,55884,Self-Employed,606,2,15506,0.48,1,0,Tier 1,0.277467611,1,Fair,Medium,Adult,57960
39,65889,Self-Employed,870,0,18571,0.95,1,2,Tier 1,0.281852813,0,Excellent,Medium,Adult,152047
38,25063,Salaried,580,0,10441,0.67,0,0,Tier 3,0.416590193,1,Fair,Low,Adult,31336
24,19474,Salaried,598,3,6134,0.62,1,2,Tier 1,0.314984081,1,Fair,Low,Young,22158
29,59291,Salaried,799,0,13771,0.74,1,1,Tier 1,0.23226122,1,Excellent,Medium,Young,121322
27,35583,Salaried,573,0,15647,0.7,1,1,Tier 1,0.439732457,1,Poor,Low,Young,42681
21,106583,Self-Employed,665,1,64727.125,0.78,0,1,Tier 1,0.607293142,1,Fair,High,Young,142379
30,69250,Salaried,783,0,19604,0.82,1,3,Tier 2,0.283090253,1,Excellent,Medium,Adult,149283
31,74819,Salaried,745,3,47196,0.84,1,0,Tier 2,0.630802336,1,Excellent,Medium,Adult,97622
35,68087,Self-Employed,709,3,28799,0.83,1,2,Tier 1,0.422973549,1,Good,Medium,Adult,88376
40,44508,Salaried,824,0,11673,0.92,0,3,Tier 1,0.262267458,0,Excellent,Medium,Adult,106971
48,74362,Self-Employed,720,3,44778,0.76,0,3,Tier 2,0.602162395,1,Good,Medium,Adult,98406
44,43423,Salaried,802,2,11174,0.89,0,0,Tier 2,0.257329065,1,Excellent,Medium,Adult,102612
25,73960,Salaried,636,2,38691,0.57,1,1,Tier 2,0.523134127,1,Fair,Medium,Young,81579
26,43650,Self-Employed,874,2,22437,0.98,1,2,Tier 3,0.514020619,0,Excellent,Medium,Young,102307
46,54187,Self-Employed,703,2,18520,0.87,0,0,Tier 3,0.341779394,1,Good,Medium,Adult,75900
38,42577,Salaried,720,1,27677,0.76,1,3,Tier 2,0.650045799,1,Good,Medium,Adult,53011
22,66629,Self-Employed,682,2,34866,0.83,0,1,Tier 3,0.523285656,1,Good,Medium,Young,91222
37,15636,Salaried,682,1,9104,0.71,1,2,Tier 1,0.582246099,1,Good,Low,Adult,18864
21,84740,Self-Employed,657,1,20107,0.49,0,2,Tier 1,0.237278735,1,Fair,High,Young,94783
22,85674,Self-Employed,691,3,55645,0.54,0,1,Tier 1,0.64949693,1,Good,High,Young,98989
38,25234,Salaried,683,0,12699,0.7,1,2,Tier 3,0.503249584,1,Good,Low,Adult,30272
30,71896,Self-Employed,739,2,19838,0.83,0,1,Tier 1,0.275926338,1,Good,Medium,Adult,98475
35,67427,Salaried,812,2,46093,1,0,3,Tier 1,0.683598558,0,Excellent,Medium,Adult,168165
37,41245,Salaried,721,1,27627,0.73,0,0,Tier 1,0.669826646,1,Good,Medium,Adult,53502
25,43655,Salaried,888,1,15669,0.85,0,2,Tier 3,0.358927958,1,Excellent,Medium,Young,100783
32,91114,Self-Employed,690,0,45696,0.62,2,0,Tier 1,0.501525561,1,Good,High,Adult,96840
32,30956,Self-Employed,762,2,18143,0.88,1,2,Tier 1,0.586089934,1,Excellent,Low,Adult,68992
38,53878,Salaried,725,0,26404,0.85,0,1,Tier 1,0.490070159,1,Good,Medium,Adult,74819
38,32225,Self-Employed,804,1,7175,0.75,4,3,Tier 1,0.22265322,1,Excellent,Low,Adult,54478
45,108529,Self-Employed,683,1,23705,0.88,1,3,Tier 3,0.218420883,1,Good,High,Adult,144708
27,67013,Salaried,635,0,43115,0.78,1,1,Tier 1,0.643382627,1,Fair,Medium,Young,84503
43,59859,Salaried,693,1,22772,0.92,1,1,Tier 1,0.380427338,0,Good,Medium,Adult,81830
27,29802,Salaried,672,2,15227,0.61,1,1,Tier 1,0.510938863,1,Good,Low,Young,33754
35,60600,Self-Employed,676,1,24309,0.73,2,1,Tier 2,0.401138614,1,Good,Medium,Adult,69669
43,98931,Self-Employed,524,0,64727.125,0.83,3,3,Tier 1,0.654265347,1,Poor,High,Adult,113563
21,89895,Salaried,666,0,35530,0.65,2,1,Tier 2,0.39523889,1,Fair,High,Young,97901
32,15000,Salaried,749,0,6471,1,0,3,Tier 3,0.4314,0,Excellent,Low,Adult,22500
50,31128,Salaried,626,0,11447,0.67,1,1,Tier 2,0.367739656,1,Fair,Low,Senior,36664
37,16238,Salaried,684,2,6687,0.69,0,3,Tier 2,0.411811799,1,Good,Low,Adult,20566
41,38521,Salaried,720,0,25131,0.86,0,2,Tier 3,0.652397394,1,Good,Low,Adult,53665
34,45564,Salaried,681,1,17832,0.72,0,1,Tier 2,0.391361601,1,Good,Medium,Adult,58783
27,22175,Self-Employed,722,3,14135,0.85,0,2,Tier 3,0.637429538,1,Good,Low,Young,30708
26,25189,Salaried,748,1,7921,0.88,0,1,Tier 3,0.314462662,1,Excellent,Low,Young,35522
26,52339,Self-Employed,751,2,18685,0.82,1,0,Tier 1,0.356999561,1,Excellent,Medium,Young,112685
35,77415,Salaried,649,2,38694,0.76,3,1,Tier 2,0.499825615,1,Fair,Medium,Adult,84677
34,50257,Self-Employed,638,1,12976,0.74,2,1,Tier 1,0.258192889,1,Fair,Medium,Adult,58128
30,96778,Self-Employed,791,0,43396,0.89,1,2,Tier 2,0.448407696,1,Excellent,High,Adult,216392
33,56533,Salaried,692,1,18509,0.86,0,0,Tier 3,0.327401695,1,Good,Medium,Adult,78763
37,82834,Self-Employed,874,2,56095,0.93,0,2,Tier 1,0.677197769,0,Excellent,High,Adult,200057
42,64597,Salaried,705,3,15365,0.88,2,1,Tier 1,0.237859343,1,Good,Medium,Adult,81502
48,89316,Self-Employed,671,1,40298,0.8,0,1,Tier 2,0.451184558,1,Good,High,Adult,120854
49,41997,Salaried,700,1,16557,0.94,0,2,Tier 2,0.394242446,0,Good,Medium,Adult,61039
49,93924,Self-Employed,584,2,20627,0.67,2,2,Tier 3,0.21961373,1,Fair,High,Adult,103802
53,36412,Salaried,743,2,19372,0.77,2,1,Tier 2,0.53202241,1,Excellent,Low,Senior,42853
37,130640.625,Self-Employed,729,3,59024,0.8,1,3,Tier 3,0.45180433,1,Good,High,Adult,174163
33,15000,Salaried,843,3,6384,1,0,3,Tier 3,0.4256,0,Excellent,Low,Adult,37500
29,21966,Self-Employed,699,1,14473,0.53,0,2,Tier 1,0.658881908,1,Good,Low,Young,25220
47,59832,Salaried,737,3,35424,0.76,0,3,Tier 2,0.592057762,1,Good,Medium,Adult,78934
44,44806,Salaried,839,2,28182,1,1,1,Tier 2,0.628978262,0,Excellent,Medium,Adult,106413
21,25469,Salaried,705,0,6298,0.54,1,0,Tier 1,0.247281008,1,Good,Low,Young,27447
42,100467,Salaried,623,2,20936,0.62,1,1,Tier 2,0.208386833,1,Fair,High,Adult,114874
23,66498,Salaried,650,0,39268,0.56,1,1,Tier 3,0.590514,1,Fair,Medium,Young,72814
34,56296,Self-Employed,687,1,17050,0.6,0,2,Tier 1,0.302863436,1,Good,Medium,Adult,67671
22,58947,Self-Employed,616,3,28243,0.76,0,2,Tier 3,0.479125316,1,Fair,Medium,Young,77994
27,62253,Self-Employed,680,2,20630,0.7,0,3,Tier 2,0.331389652,1,Good,Medium,Young,79300
43,64593,Self-Employed,636,2,32601,0.83,2,5,Tier 1,0.504714133,1,Fair,Medium,Adult,78760
41,29558,Salaried,717,1,13085,0.7,4,0,Tier 2,0.442688951,1,Good,Low,Adult,28752
30,33059,Salaried,743,1,17510,0.89,0,2,Tier 3,0.529659094,1,Excellent,Low,Adult,46977
40,29834,Salaried,663,3,15964,0.71,0,1,Tier 3,0.535094188,1,Fair,Low,Adult,38316
31,65796,Salaried,762,0,42731,0.83,0,1,Tier 2,0.649446775,1,Excellent,Medium,Adult,150328
36,56928,Self-Employed,756,1,21651,0.95,0,2,Tier 1,0.380322513,0,Excellent,Medium,Adult,138606
21,44180,Salaried,738,2,17849,0.9,0,2,Tier 2,0.404006338,0,Good,Medium,Young,63108
28,40893,Salaried,786,2,15101,0.79,2,1,Tier 1,0.369280806,1,Excellent,Medium,Young,81398
38,37797,Self-Employed,626,1,25737,0.83,0,0,Tier 2,0.680927058,1,Fair,Low,Adult,51920
36,65130,Salaried,674,0,20449,0.69,1,2,Tier 1,0.313972056,1,Good,Medium,Adult,77740
39,69123,Salaried,638,1,40204,0.79,1,0,Tier 1,0.581629848,1,Fair,Medium,Adult,87518
30,46947,Salaried,662,0,24601,0.71,1,2,Tier 1,0.524016444,1,Fair,Medium,Adult,56791
28,33921,Salaried,783,0,15659,0.81,2,2,Tier 3,0.461631438,1,Excellent,Low,Young,68331
44,23824,Self-Employed,729,1,8214,1,2,1,Tier 3,0.344778375,0,Good,Low,Adult,32161
24,51987,Self-Employed,749,3,17597,0.78,2,0,Tier 1,0.338488468,1,Excellent,Medium,Young,61459
36,84182,Salaried,767,2,49316,0.82,0,1,Tier 1,0.585825949,1,Excellent,High,Adult,191366
21,66350,Salaried,759,3,31179,0.82,1,2,Tier 1,0.469917106,1,Excellent,Medium,Young,142556
42,47699,Self-Employed,686,0,21118,0.75,1,2,Tier 1,0.442734649,1,Good,Medium,Adult,59080
47,52991,Salaried,628,3,12236,0.6,1,2,Tier 2,0.230907135,1,Fair,Medium,Adult,59522
30,25463,Salaried,805,1,10879,0.87,0,0,Tier 3,0.427247379,1,Excellent,Low,Adult,59436
34,73423,Salaried,695,0,33532,0.86,0,0,Tier 3,0.456696131,1,Good,Medium,Adult,102689
32,46624,Salaried,900,3,17418,1,1,1,Tier 1,0.37358442,0,Excellent,Medium,Adult,110731
32,59570,Salaried,763,3,33409,0.76,0,3,Tier 2,0.560835991,1,Excellent,Medium,Adult,131114
38,47968,Salaried,835,1,22457,0.75,0,0,Tier 2,0.468166278,1,Excellent,Medium,Adult,104908
31,61840,Self-Employed,670,0,31792,0.69,0,2,Tier 3,0.514100906,1,Good,Medium,Adult,78200
36,79913,Self-Employed,732,3,24186,0.78,1,2,Tier 3,0.302654136,1,Good,Medium,Adult,100461
21,51396,Salaried,744,0,30352,0.98,0,3,Tier 1,0.590551794,0,Excellent,Medium,Young,76464
36,90510,Self-Employed,717,2,35909,0.76,1,1,Tier 2,0.396740692,1,Good,High,Adult,112565
27,58318,Salaried,632,3,34183,0.8,2,1,Tier 2,0.586148359,1,Fair,Medium,Young,69769
40,59597,Self-Employed,864,0,21700,0.69,3,2,Tier 1,0.364112288,1,Excellent,Medium,Adult,103833
30,55301,Self-Employed,661,1,17475,0.6,0,2,Tier 3,0.315997902,1,Fair,Medium,Adult,66243
25,56260,Self-Employed,709,2,14183,0.81,1,0,Tier 2,0.252097405,1,Good,Medium,Young,72289
34,60930,Salaried,597,0,21905,0.43,1,0,Tier 1,0.359510914,1,Fair,Medium,Adult,60710
45,55497,Salaried,614,3,12503,0.65,1,3,Tier 2,0.225291457,1,Fair,Medium,Adult,64712
32,40951,Salaried,564,0,22959,0.77,1,4,Tier 3,0.56064565,1,Poor,Medium,Adult,51159
32,84358,Self-Employed,615,1,38034,0.75,1,0,Tier 2,0.450864174,1,Fair,High,Adult,104406
31,23617,Salaried,707,3,13521,0.75,0,3,Tier 1,0.572511327,1,Good,Low,Adult,31066
26,81178,Self-Employed,594,2,38288,0.69,0,3,Tier 1,0.471654882,1,Fair,High,Young,102998
39,40036,Self-Employed,737,2,17362,0.81,1,3,Tier 3,0.433659706,1,Good,Medium,Adult,51286
22,32110,Salaried,841,3,6600,1,0,3,Tier 1,0.205543444,0,Excellent,Low,Young,80275
33,67507,Self-Employed,623,3,35342,0.7,0,0,Tier 2,0.523530893,1,Fair,Medium,Adult,86142
42,42945,Self-Employed,728,0,20556,0.81,1,1,Tier 2,0.47865875,1,Good,Medium,Adult,54958
23,85753,Self-Employed,803,0,44205,0.71,2,4,Tier 1,0.515492169,1,Excellent,High,Young,161970
40,15000,Self-Employed,787,3,7264,0.96,0,0,Tier 3,0.484266667,0,Excellent,Low,Adult,36826
21,35044,Salaried,633,1,17164,0.79,1,0,Tier 3,0.489784271,1,Fair,Low,Young,44514
27,15000,Self-Employed,706,0,4530,0.83,2,2,Tier 3,0.302,1,Good,Low,Young,18286
28,44782,Salaried,724,2,31205,0.86,0,1,Tier 2,0.696820151,1,Good,Medium,Young,62551
24,48860,Salaried,699,3,29746,0.89,1,0,Tier 2,0.608800655,1,Good,Medium,Young,65666
27,17887,Salaried,713,2,10461,0.88,1,1,Tier 3,0.584838151,1,Good,Low,Young,23913
25,58860,Salaried,742,1,37158,0.82,2,3,Tier 2,0.631294597,1,Excellent,Medium,Young,71524
41,57580,Self-Employed,646,2,37692,0.73,3,2,Tier 2,0.654602292,1,Fair,Medium,Adult,61884
39,29579,Self-Employed,707,2,18348,0.74,0,5,Tier 1,0.620304946,1,Good,Low,Adult,38556
30,45255,Self-Employed,751,3,16423,0.85,3,3,Tier 3,0.362899127,1,Excellent,Medium,Adult,87859
21,44402,Salaried,682,1,19069,0.71,0,2,Tier 2,0.429462637,1,Good,Medium,Young,57000
30,93797,Self-Employed,660,2,56483,0.67,0,3,Tier 2,0.602183439,1,Fair,High,Adult,117783
32,15000,Salaried,540,1,10084,0.67,1,3,Tier 2,0.672266667,1,Poor,Low,Adult,17634
21,91166,Self-Employed,732,3,31291,0.77,0,5,Tier 2,0.343231029,1,Good,High,Young,120846
30,26873,Self-Employed,592,1,18797,0.75,0,2,Tier 1,0.69947531,1,Fair,Low,Adult,35221
21,15000,Salaried,794,0,3333,0.88,0,0,Tier 1,0.2222,1,Excellent,Low,Young,35255
46,19899,Self-Employed,641,1,13682,0.63,1,2,Tier 2,0.68757224,1,Fair,Low,Adult,22812
28,18795,Salaried,868,3,6827,0.89,1,3,Tier 2,0.363234903,1,Excellent,Low,Young,41991
39,78429,Salaried,589,0,33345,0.56,1,2,Tier 3,0.425161611,1,Fair,Medium,Adult,85592
23,88333,Self-Employed,629,1,40226,0.65,2,2,Tier 3,0.455390398,1,Fair,High,Young,95936
21,15000,Salaried,777,3,6082,0.94,1,3,Tier 2,0.405466667,0,Excellent,Low,Young,34534
47,120894,Self-Employed,627,0,55493,0.66,1,3,Tier 3,0.459021953,1,Fair,High,Adult,141261
29,27968,Salaried,698,1,9835,0.85,0,1,Tier 2,0.351651888,1,Good,Low,Young,38817
31,61216,Salaried,553,2,21237,0.68,0,3,Tier 3,0.346919106,1,Poor,Medium,Adult,77128
21,52157,Self-Employed,676,2,11319,0.72,1,0,Tier 3,0.21701785,1,Good,Medium,Young,63473
45,77147,Salaried,706,1,47236,0.72,0,2,Tier 2,0.612285637,1,Good,Medium,Adult,99340
36,26767,Salaried,862,1,6004,1,1,0,Tier 3,0.224306048,0,Excellent,Low,Adult,63570
32,50673,Salaried,750,1,16278,0.8,1,4,Tier 1,0.321236161,1,Excellent,Medium,Adult,64509
36,44847,Self-Employed,811,0,27292,0.95,0,1,Tier 2,0.608557986,0,Excellent,Medium,Adult,109123
34,107376,Self-Employed,678,2,49826,0.71,4,1,Tier 1,0.464032931,1,Good,High,Adult,105852
35,77308,Salaried,665,3,24464,0.92,0,0,Tier 1,0.316448492,0,Fair,Medium,Adult,111037
29,27502,Salaried,665,0,9303,0.74,0,2,Tier 1,0.338266308,1,Fair,Low,Young,35794
39,71521,Salaried,752,1,16504,1,0,2,Tier 3,0.2307574,0,Excellent,Medium,Adult,178802
38,53212,Salaried,718,1,23641,0.98,2,1,Tier 1,0.444279486,0,Good,Medium,Adult,71144
27,42583,Salaried,663,2,15070,0.72,0,1,Tier 2,0.353897095,1,Fair,Medium,Young,54891
40,38594,Self-Employed,598,2,22827,0.74,2,2,Tier 3,0.591464995,1,Fair,Low,Adult,44511
39,101038,Self-Employed,760,0,39130,0.82,3,1,Tier 1,0.387280033,1,Excellent,High,Adult,191952
28,46228,Salaried,713,1,16395,0.72,2,2,Tier 3,0.354655187,1,Good,Medium,Young,52549
39,60714,Salaried,866,1,24825,1,0,2,Tier 2,0.408884277,0,Excellent,Medium,Adult,151784
50,31385,Salaried,782,2,21577,0.81,0,1,Tier 3,0.687494026,1,Excellent,Low,Senior,71067
34,29902,Salaried,667,1,11384,0.8,5,2,Tier 2,0.38071032,1,Fair,Low,Adult,29142
24,27934,Salaried,739,2,9920,0.77,1,1,Tier 3,0.355122789,1,Good,Low,Young,34958
32,34361,Salaried,802,2,8035,0.79,0,3,Tier 3,0.233840691,1,Excellent,Low,Adult,77004
34,48482,Self-Employed,710,1,20869,0.78,1,3,Tier 3,0.430448414,1,Good,Medium,Adult,61222
40,33817,Salaried,769,0,16644,0.69,0,1,Tier 3,0.49217849,1,Excellent,Low,Adult,71464
45,39631,Salaried,673,3,8260,0.83,0,2,Tier 1,0.208422699,1,Good,Low,Adult,54492
36,41866,Salaried,805,2,17906,0.85,0,1,Tier 2,0.427697893,1,Excellent,Medium,Adult,97016
46,75181,Salaried,649,2,40729,0.87,0,2,Tier 3,0.54174592,1,Fair,Medium,Adult,105342
49,36239,Self-Employed,807,2,14046,0.88,0,1,Tier 1,0.387593477,1,Excellent,Low,Adult,85236
49,55154,Self-Employed,617,2,27765,0.78,3,0,Tier 1,0.503408638,1,Fair,Medium,Adult,61090
33,54670,Salaried,685,0,15662,0.76,0,1,Tier 2,0.286482532,1,Good,Medium,Adult,72213
27,53583,Salaried,616,0,25539,0.76,1,2,Tier 3,0.476625049,1,Fair,Medium,Young,66673
39,71485,Salaried,799,1,41531,0.84,0,2,Tier 3,0.58097503,1,Excellent,Medium,Adult,164160
27,63480,Salaried,578,0,25696,0.54,2,0,Tier 1,0.40478891,1,Poor,Medium,Young,63982
28,78682,Salaried,817,0,34311,1,1,1,Tier 1,0.436071783,0,Excellent,Medium,Young,186868
28,25914,Salaried,753,1,13678,1,0,1,Tier 1,0.527822798,0,Excellent,Low,Young,64784
36,109192,Self-Employed,702,3,45890,0.59,2,3,Tier 1,0.420268884,1,Good,High,Adult,114144
30,70422,Self-Employed,725,0,43817,0.78,2,1,Tier 1,0.622206129,1,Good,Medium,Adult,83693
32,66833,Salaried,738,0,19717,0.92,0,0,Tier 3,0.295018928,0,Good,Medium,Adult,96128
24,65712,Self-Employed,786,0,25557,0.94,0,1,Tier 3,0.388924397,0,Excellent,Medium,Young,159152
21,67242,Salaried,731,3,42332,0.86,0,3,Tier 2,0.629547009,1,Good,Medium,Young,93595
41,61755,Self-Employed,749,1,18009,0.76,0,1,Tier 2,0.291620112,1,Excellent,Medium,Adult,81404
32,99021,Self-Employed,805,2,35919,0.75,1,0,Tier 3,0.362741237,1,Excellent,High,Adult,204748
31,43985,Salaried,698,3,18058,0.79,0,0,Tier 1,0.410549051,1,Good,Medium,Adult,59047
33,35720,Salaried,667,3,22469,0.7,3,3,Tier 2,0.629031355,1,Fair,Low,Adult,37411
34,35597,Salaried,725,1,19455,0.81,2,0,Tier 3,0.54653482,1,Good,Low,Adult,42974
47,86454,Salaried,714,3,39622,0.72,2,1,Tier 2,0.458301525,1,Good,High,Adult,98774
34,49601,Self-Employed,760,2,30917,0.87,0,0,Tier 2,0.623314046,1,Excellent,Medium,Adult,116009
37,15000,Salaried,655,3,3002,0.75,1,2,Tier 1,0.200133333,1,Fair,Low,Adult,18578
36,32403,Salaried,655,1,16425,0.68,1,3,Tier 1,0.506897509,1,Fair,Low,Adult,38378
39,77465,Self-Employed,705,1,27253,0.63,0,2,Tier 2,0.351810495,1,Good,Medium,Adult,94814
48,23036,Self-Employed,789,2,11962,1,0,2,Tier 2,0.51927418,0,Excellent,Low,Adult,57589
33,55020,Salaried,579,0,12834,0.54,0,3,Tier 2,0.233260632,1,Poor,Medium,Adult,63603
25,48012,Salaried,788,1,15010,0.84,1,0,Tier 1,0.312630176,1,Excellent,Medium,Young,104548
41,73338,Salaried,726,1,36882,0.72,0,1,Tier 3,0.502904361,1,Good,Medium,Adult,94368
31,46204,Salaried,760,0,32285,0.85,0,4,Tier 1,0.698749026,1,Excellent,Medium,Adult,106727
28,82258,Self-Employed,755,3,55921,0.76,0,1,Tier 2,0.679824455,1,Excellent,High,Young,180690
29,108063,Self-Employed,609,0,45704,0.66,1,3,Tier 1,0.422938471,1,Fair,High,Young,126104
31,69679,Salaried,646,0,42077,0.62,2,0,Tier 2,0.603869171,1,Fair,Medium,Adult,74050
27,46006,Salaried,856,3,23265,0.97,0,3,Tier 1,0.505694909,0,Excellent,Medium,Young,113039
41,61028,Self-Employed,672,3,14298,0.74,0,1,Tier 3,0.234285902,1,Good,Medium,Adult,79515
27,65467,Salaried,686,2,29097,0.81,1,0,Tier 3,0.44445293,1,Good,Medium,Young,83967
28,62243,Salaried,676,3,35286,0.69,1,2,Tier 3,0.566907122,1,Good,Medium,Young,74190
36,52698,Self-Employed,611,3,24449,0.84,0,3,Tier 3,0.463945501,1,Fair,Medium,Adult,72650
37,44996,Self-Employed,668,3,20346,0.81,1,0,Tier 1,0.452173527,1,Fair,Medium,Adult,57781
34,128640,Self-Employed,620,0,64727.125,0.72,1,0,Tier 2,0.50316484,1,Fair,High,Adult,156086
37,44726,Salaried,612,3,9493,0.81,2,0,Tier 2,0.212247909,1,Fair,Medium,Adult,54058
27,37506,Salaried,732,3,15046,0.64,1,2,Tier 1,0.401162481,1,Good,Low,Young,43241
43,57707,Salaried,742,1,13264,0.68,1,1,Tier 2,0.229850798,1,Excellent,Medium,Adult,68460
36,25538,Self-Employed,732,1,6310,0.98,0,2,Tier 1,0.247082779,0,Good,Low,Adult,37904
40,38358,Salaried,782,0,23582,0.87,1,1,Tier 1,0.614787007,1,Excellent,Low,Adult,85082
41,56648,Salaried,771,1,13027,0.74,0,0,Tier 1,0.229963988,1,Excellent,Medium,Adult,123291
41,28681,Salaried,796,0,19203,0.95,0,3,Tier 2,0.669537324,0,Excellent,Low,Adult,69875
41,58982,Self-Employed,687,3,40652,0.67,1,3,Tier 3,0.689227222,1,Good,Medium,Adult,69292
27,51655,Salaried,685,0,19294,0.82,0,2,Tier 3,0.373516601,1,Good,Medium,Young,70614
41,53508,Salaried,747,2,26178,0.73,2,7,Tier 2,0.489235255,1,Excellent,Medium,Adult,61253
23,41810,Salaried,724,2,12912,1,0,2,Tier 2,0.30882564,0,Good,Medium,Young,62715
37,64343,Salaried,674,1,38704,0.74,0,2,Tier 3,0.601526196,1,Good,Medium,Adult,84081
29,68112,Self-Employed,723,1,35981,0.93,0,1,Tier 3,0.528262274,0,Good,Medium,Young,98396
33,32319,Salaried,775,2,16404,0.74,1,0,Tier 1,0.507565209,1,Excellent,Low,Adult,66289
37,39328,Salaried,781,3,17159,0.94,1,2,Tier 2,0.436304923,0,Excellent,Low,Adult,90510
25,68971,Salaried,668,1,26363,0.71,1,2,Tier 3,0.382233112,1,Fair,Medium,Young,83295
39,56921,Salaried,732,0,18514,0.91,0,0,Tier 1,0.325257813,0,Good,Medium,Adult,81452
37,39749,Self-Employed,836,1,25356,0.9,1,3,Tier 1,0.63790284,0,Excellent,Low,Adult,89243
40,53964,Self-Employed,819,3,37652,0.94,0,4,Tier 2,0.697724409,0,Excellent,Medium,Adult,130929
37,61494,Salaried,666,1,19148,0.75,1,4,Tier 2,0.311379972,1,Fair,Medium,Adult,76029
35,38528,Self-Employed,743,2,23371,0.87,1,3,Tier 3,0.606597799,1,Excellent,Low,Adult,51075
40,39318,Salaried,810,1,23827,0.8,0,0,Tier 3,0.606007427,1,Excellent,Low,Adult,88262
44,70991,Salaried,742,3,27776,0.92,0,2,Tier 2,0.391260864,0,Excellent,Medium,Adult,102424
29,36844,Salaried,822,0,22428,0.94,0,2,Tier 1,0.608728694,0,Excellent,Low,Young,89458
30,84423,Salaried,656,1,28180,0.77,1,4,Tier 3,0.333795293,1,Fair,High,Adult,105931
38,58576,Self-Employed,779,0,32237,0.83,0,2,Tier 2,0.550344851,1,Excellent,Medium,Adult,134213
44,36493,Self-Employed,727,0,19383,0.87,1,0,Tier 2,0.531142959,1,Good,Low,Adult,48312
33,50104,Salaried,672,0,11516,0.83,0,1,Tier 3,0.229841929,1,Good,Medium,Adult,68846
29,66861,Salaried,764,3,43314,0.67,2,0,Tier 1,0.6478216,1,Excellent,Medium,Young,123044
35,75845,Self-Employed,637,2,33832,0.81,2,3,Tier 3,0.446067638,1,Fair,Medium,Adult,91740
44,18402,Salaried,706,3,5943,0.8,3,3,Tier 1,0.322954027,1,Good,Low,Adult,20735
33,69171,Self-Employed,664,0,20375,0.81,1,1,Tier 2,0.294559859,1,Fair,Medium,Adult,88739
25,15000,Salaried,802,0,9694,0.91,1,2,Tier 1,0.646266667,0,Excellent,Low,Young,33961
25,43663,Salaried,679,1,12616,0.79,1,2,Tier 1,0.288940293,1,Good,Medium,Young,55506
30,130640.625,Self-Employed,746,3,64727.125,0.96,0,3,Tier 1,0.495459395,0,Excellent,High,Adult,198540
40,68260,Self-Employed,683,3,31092,0.61,1,3,Tier 2,0.455493701,1,Good,Medium,Adult,77195
21,80853,Self-Employed,716,1,31145,0.96,0,1,Tier 3,0.385205249,0,Good,High,Young,118795
27,52441,Self-Employed,694,0,28428,0.81,2,5,Tier 2,0.542094926,1,Good,Medium,Young,63422
46,74799,Self-Employed,818,3,42568,0.92,0,0,Tier 2,0.569098517,0,Excellent,Medium,Adult,179098
45,64924,Self-Employed,716,1,25411,0.81,0,1,Tier 3,0.391396094,1,Good,Medium,Adult,88347
35,51587,Salaried,747,3,20434,0.99,0,2,Tier 2,0.396107546,0,Excellent,Medium,Adult,77006
26,37750,Self-Employed,719,0,23365,0.8,2,1,Tier 1,0.618940397,1,Good,Low,Young,45367
21,45821,Salaried,838,1,31930,0.86,0,1,Tier 2,0.696842059,1,Excellent,Medium,Young,106385
43,31721,Salaried,599,0,9133,0.76,0,0,Tier 3,0.287916522,1,Fair,Low,Adult,41907
38,53389,Self-Employed,645,0,25196,0.84,1,2,Tier 2,0.471932421,1,Fair,Medium,Adult,69519
33,50150,Salaried,701,1,13810,0.79,1,3,Tier 3,0.275373878,1,Good,Medium,Adult,63388
30,34355,Salaried,742,2,7556,0.92,0,1,Tier 1,0.219938874,0,Excellent,Low,Adult,49586
48,63993,Salaried,651,0,27848,0.66,4,5,Tier 2,0.435172597,1,Fair,Medium,Adult,60314
21,55773,Self-Employed,735,3,27466,0.79,2,1,Tier 3,0.49246051,1,Good,Medium,Young,66505
27,15000,Salaried,666,1,5652,0.75,0,1,Tier 2,0.3768,1,Fair,Low,Young,19689
31,17500,Salaried,534,1,9592,0.7,0,1,Tier 3,0.548114286,1,Poor,Low,Adult,22317
36,81768,Self-Employed,648,0,47683,0.81,0,1,Tier 2,0.583149887,1,Fair,High,Adult,111198
30,66882,Salaried,616,1,24606,0.81,2,4,Tier 3,0.367901678,1,Fair,Medium,Adult,80691
27,69059,Self-Employed,641,2,35717,0.72,2,1,Tier 2,0.517195442,1,Fair,Medium,Young,78570
21,98187,Self-Employed,770,3,45523,0.87,0,1,Tier 1,0.463635716,1,Excellent,High,Young,229183
29,43062,Self-Employed,770,1,11403,0.97,0,1,Tier 3,0.264804236,0,Excellent,Medium,Young,106123
32,50352,Self-Employed,736,0,24762,0.76,2,1,Tier 1,0.491777884,1,Good,Medium,Adult,59058
37,42080,Salaried,737,2,11097,0.84,1,1,Tier 1,0.263711977,1,Good,Medium,Adult,55039
33,87563,Self-Employed,728,2,41552,0.7,1,1,Tier 2,0.474538332,1,Good,High,Adult,105034
38,49401,Salaried,746,0,12658,0.64,1,1,Tier 1,0.256229631,1,Excellent,Medium,Adult,57143
