customer_id,age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit
CUST02850,35,41181,Salaried,585,2,12121,0.65,2,1,Tier 2,44717
CUST02851,36,23260,Salaried,738,1,8704,0.81,0,2,Tier 3,31597
CUST02852,38,23641,Salaried,702,0,11939,0.71,2,2,Tier 2,26750
CUST02853,52,23456,Salaried,585,1,6554,0.79,0,3,Tier 3,31544
CUST02854,47,86373,Self-Employed,678,0,41467,0.85,0,1,Tier 1,120008
CUST02855,38,85056,Self-Employed,820,2,19735,0.87,1,1,Tier 1,188456
CUST02856,31,27139,Salaried,768,1,13193,0.94,0,1,Tier 3,65707
CUST02857,40,55752,Self-Employed,765,2,35169,1.0,0,2,Tier 3,139379
CUST02858,39,56175,Salaried,750,3,21250,0.74,2,1,Tier 3,64783
CUST02859,38,39842,Salaried,828,1,26037,1.0,0,2,Tier 2,99605
CUST02860,36,60307,Self-Employed,745,3,28639,0.85,0,1,Tier 2,83790
CUST02861,25,50529,Salaried,711,0,24256,0.86,1,2,Tier 3,66616
CUST02862,42,64457,Salaried,746,0,40452,0.94,0,3,Tier 3,93663
CUST02863,30,82420,Self-Employed,615,1,17334,0.82,1,2,Tier 3,106583
CUST02864,37,52711,Self-Employed,619,3,13299,0.57,2,0,Tier 3,54190
CUST02865,39,30944,Self-Employed,796,1,21464,0.89,1,1,Tier 1,69403
CUST02866,23,105224,Self-Employed,793,0,65548,0.72,2,1,Tier 2,199724
CUST02867,27,46725,Salaried,739,2,25336,0.78,0,3,Tier 1,62478
CUST02868,41,99747,Self-Employed,635,3,46774,0.76,0,0,Tier 3,131794
CUST02869,42,74648,Salaried,603,0,15181,0.8,0,0,Tier 3,100604
CUST02870,47,70957,Self-Employed,678,2,37382,0.74,1,0,Tier 3,87035
CUST02871,43,51558,Self-Employed,703,3,13838,0.91,0,3,Tier 1,73694
CUST02872,27,27319,Self-Employed,680,3,9453,0.57,1,0,Tier 2,30073
CUST02873,42,46380,Self-Employed,779,2,23765,0.97,0,2,Tier 2,114132
CUST02874,52,65991,Self-Employed,676,3,14079,0.82,2,0,Tier 1,80305
CUST02875,25,32980,Self-Employed,578,0,11834,0.85,3,2,Tier 1,38266
CUST02876,43,80411,Self-Employed,677,1,24232,0.71,0,2,Tier 2,103278
CUST02877,46,41524,Self-Employed,738,0,23735,0.84,0,2,Tier 2,57307
CUST02878,39,44421,Self-Employed,647,0,22879,0.74,4,1,Tier 1,44702
CUST02879,40,98370,Self-Employed,807,1,53818,0.86,0,1,Tier 3,228865
CUST02880,53,41379,Self-Employed,687,1,16092,0.77,2,1,Tier 2,48834
CUST02881,26,100705,Self-Employed,721,0,22274,0.87,1,1,Tier 2,133582
CUST02882,40,45979,Self-Employed,804,3,11632,0.94,1,1,Tier 1,105956
CUST02883,38,98613,Self-Employed,769,1,40567,0.85,0,3,Tier 2,228523
CUST02884,24,119434,Self-Employed,690,0,83257,0.84,1,2,Tier 2,156148
CUST02885,34,77975,Self-Employed,876,3,49749,0.82,1,2,Tier 3,167664
CUST02886,30,39773,Self-Employed,606,0,17291,0.77,1,3,Tier 1,49835
CUST02887,34,40681,Self-Employed,849,1,10935,1.0,0,0,Tier 3,101701
CUST02888,34,50472,Salaried,723,0,28822,0.77,1,2,Tier 2,63111
CUST02889,33,110495,Self-Employed,727,0,52799,0.61,2,1,Tier 2,116673
CUST02890,45,60007,Self-Employed,681,0,40402,0.69,0,1,Tier 3,76223
CUST02891,45,88129,Self-Employed,614,1,40141,0.68,0,1,Tier 3,110713
CUST02892,21,55064,Salaried,774,0,24094,0.74,2,2,Tier 3,105853
CUST02893,26,120750,Self-Employed,624,2,52725,0.68,2,1,Tier 3,134398
CUST02894,21,45156,Salaried,805,1,13943,0.97,1,2,Tier 2,105760
CUST02895,21,51283,Salaried,681,3,30496,0.77,1,3,Tier 2,64307
CUST02896,38,94963,Self-Employed,717,2,22484,0.8,1,2,Tier 1,121139
CUST02897,25,15881,Salaried,697,2,3565,0.85,1,3,Tier 3,20847
CUST02898,42,71731,Self-Employed,643,0,38985,0.78,0,2,Tier 3,95858
CUST02899,35,70729,Salaried,739,3,37243,0.83,4,0,Tier 1,76086
CUST02900,31,82466,Self-Employed,803,2,23468,0.87,0,4,Tier 2,192866
CUST02901,32,115077,Self-Employed,630,1,43633,0.7,0,0,Tier 2,146325
CUST02902,36,37674,Salaried,756,3,25289,0.76,0,1,Tier 1,82900
CUST02903,37,35920,Salaried,594,0,18769,0.62,1,2,Tier 2,41072
CUST02904,28,19347,Self-Employed,702,2,5427,0.84,2,2,Tier 3,23795
CUST02905,28,59817,Self-Employed,717,1,13771,0.76,0,1,Tier 1,79102
CUST02906,39,80887,Self-Employed,739,3,25898,0.76,0,1,Tier 1,106895
CUST02907,38,57065,Self-Employed,719,3,39153,0.79,1,1,Tier 1,72284
CUST02908,31,42025,Self-Employed,759,2,24223,0.79,0,1,Tier 3,93867
CUST02909,37,49528,Self-Employed,601,0,17286,0.59,1,1,Tier 2,55399
CUST02910,39,94474,Salaried,815,1,31524,0.95,0,1,Tier 3,230198
CUST02911,41,91554,Self-Employed,695,3,19180,0.7,1,1,Tier 1,109778
CUST02912,38,57008,Self-Employed,744,3,37864,0.75,1,2,Tier 3,70520
CUST02913,34,86680,Salaried,863,0,33494,0.87,1,0,Tier 1,191524
CUST02914,37,67000,Salaried,714,3,39162,0.75,0,1,Tier 3,87718
CUST02915,47,32599,Salaried,595,3,19790,0.59,0,3,Tier 1,38799
CUST02916,47,38028,Salaried,618,0,10766,0.79,1,1,Tier 3,48341
CUST02917,51,36978,Salaried,742,1,10854,0.79,1,1,Tier 2,47000
CUST02918,21,101405,Self-Employed,784,2,53716,0.89,1,3,Tier 3,226858
CUST02919,21,15000,Salaried,672,0,6055,0.79,1,2,Tier 1,19008
CUST02920,36,95195,Self-Employed,861,3,63433,1.0,0,2,Tier 1,237988
CUST02921,40,98817,Self-Employed,677,2,37138,0.84,2,2,Tier 2,121760
CUST02922,34,67067,Self-Employed,836,0,23652,0.9,0,0,Tier 3,159201
CUST02923,35,31810,Salaried,591,3,16982,0.55,0,1,Tier 3,37044
CUST02924,21,55494,Salaried,706,0,19732,0.76,0,1,Tier 3,73361
CUST02925,34,80122,Self-Employed,578,1,35398,0.55,2,2,Tier 2,81390
CUST02926,25,15000,Self-Employed,672,3,10263,0.79,0,2,Tier 3,20159
CUST02927,21,39262,Salaried,734,2,14229,0.78,0,4,Tier 1,52452
CUST02928,41,37438,Salaried,750,3,19956,0.94,0,2,Tier 2,54423
CUST02929,43,18330,Salaried,674,3,11838,0.72,0,1,Tier 1,23615
CUST02930,34,40503,Salaried,900,3,16760,0.98,0,2,Tier 1,100178
CUST02931,40,52007,Self-Employed,743,2,12703,0.74,2,4,Tier 2,60040
CUST02932,39,46684,Salaried,689,0,13412,0.89,0,1,Tier 2,66337
CUST02933,42,38623,Self-Employed,729,1,16225,0.75,1,2,Tier 3,47861
CUST02934,41,35701,Salaried,627,0,11216,0.61,2,3,Tier 2,37660
CUST02935,46,54124,Salaried,654,2,33966,0.65,3,3,Tier 2,54981
CUST02936,40,30346,Salaried,671,2,12794,0.75,0,1,Tier 2,39853
CUST02937,30,105588,Self-Employed,557,3,58393,0.63,1,3,Tier 3,121339
CUST02938,54,63435,Self-Employed,785,1,39459,0.7,1,1,Tier 1,126898
CUST02939,32,82624,Self-Employed,713,3,42422,0.92,0,1,Tier 2,119197
CUST02940,39,116239,Self-Employed,736,1,53346,0.96,0,4,Tier 3,170932
CUST02941,22,33498,Salaried,858,2,17540,0.91,0,0,Tier 1,79984
CUST02942,33,80511,Salaried,759,2,52577,0.75,1,0,Tier 3,165780
CUST02943,22,109728,Self-Employed,622,3,29119,0.71,1,1,Tier 1,132682
CUST02944,39,21319,Salaried,693,0,8767,0.66,1,4,Tier 3,24898
CUST02945,46,83406,Self-Employed,738,0,55082,0.91,0,0,Tier 3,119724
CUST02946,21,48330,Self-Employed,704,3,19922,0.86,0,2,Tier 1,67353
CUST02947,38,63873,Self-Employed,712,2,33065,0.69,2,1,Tier 3,71217
CUST02948,38,68473,Self-Employed,605,3,14077,0.76,3,0,Tier 3,74901
CUST02949,28,66079,Self-Employed,659,3,20473,0.6,0,1,Tier 2,79261
CUST02950,53,30727,Salaried,741,0,16286,0.89,0,3,Tier 1,43566
CUST02951,34,37239,Salaried,766,3,20449,0.9,0,0,Tier 3,88406
CUST02952,32,15000,Salaried,671,0,8907,0.7,0,2,Tier 1,19125
CUST02953,32,70782,Salaried,677,2,16168,0.69,0,2,Tier 3,89479
CUST02954,24,45547,Self-Employed,690,0,24658,0.71,0,1,Tier 1,58573
CUST02955,27,75296,Salaried,593,0,28744,0.65,1,2,Tier 3,87453
CUST02956,34,101613,Self-Employed,690,0,25510,0.88,0,1,Tier 1,142978
CUST02957,41,59189,Salaried,736,0,18152,0.87,0,1,Tier 1,82915
CUST02958,22,43623,Salaried,657,0,22789,0.7,1,3,Tier 1,52310
CUST02959,51,84196,Self-Employed,616,3,47662,0.65,0,1,Tier 1,104318
CUST02960,27,35631,Self-Employed,814,3,15553,1.0,2,3,Tier 1,80170
CUST02961,38,108014,Self-Employed,608,2,48379,0.62,0,3,Tier 3,131435
CUST02962,48,53909,Salaried,665,0,19933,0.73,1,0,Tier 1,65850
CUST02963,37,36812,Self-Employed,682,2,13464,0.77,0,1,Tier 2,48866
CUST02964,54,68926,Salaried,788,2,27738,0.8,0,4,Tier 3,155267
CUST02965,39,35340,Salaried,645,1,7249,0.74,2,3,Tier 3,40850
CUST02966,30,27411,Salaried,754,3,14679,0.71,1,3,Tier 1,55182
CUST02967,35,99997,Self-Employed,741,0,63380,0.91,2,2,Tier 1,128249
CUST02968,37,55159,Self-Employed,684,2,13544,0.56,1,2,Tier 1,60385
CUST02969,32,115630,Self-Employed,765,3,31743,0.94,1,0,Tier 1,266432
CUST02970,32,61447,Self-Employed,800,3,32120,0.98,0,2,Tier 1,152279
CUST02971,22,62741,Salaried,735,2,21528,0.83,1,1,Tier 3,81260
CUST02972,40,26784,Salaried,811,0,16559,0.82,3,4,Tier 3,50840
CUST02973,33,47791,Salaried,599,0,27292,0.63,3,4,Tier 3,47729
CUST02974,24,27600,Salaried,596,0,15600,0.61,1,2,Tier 1,31209
CUST02975,23,86310,Self-Employed,807,2,53544,0.99,0,1,Tier 2,214267
CUST02976,36,47906,Salaried,735,0,17218,0.76,2,1,Tier 2,55993
CUST02977,30,34292,Salaried,649,1,10645,0.83,2,1,Tier 1,41991
CUST02978,39,15000,Salaried,811,0,8962,0.82,1,2,Tier 1,32272
CUST02979,32,42633,Self-Employed,784,2,26333,0.67,1,1,Tier 1,83757
CUST02980,35,78727,Self-Employed,623,0,50786,0.75,0,2,Tier 1,103574
CUST02981,34,54407,Self-Employed,706,3,29439,0.77,1,0,Tier 2,68175
CUST02982,28,15000,Self-Employed,731,0,7971,0.84,0,0,Tier 2,20653
CUST02983,46,45918,Self-Employed,587,3,9675,0.53,2,2,Tier 3,45940
CUST02984,40,123067,Self-Employed,657,3,25745,0.67,0,0,Tier 3,154354
CUST02985,28,49214,Salaried,707,1,25608,0.78,3,0,Tier 2,54514
CUST02986,49,65079,Salaried,786,0,40458,0.79,0,3,Tier 2,145525
CUST02987,25,47136,Self-Employed,767,1,28868,0.72,0,3,Tier 2,101120
CUST02988,41,29525,Salaried,813,3,6914,0.93,0,0,Tier 2,71203
CUST02989,45,46201,Salaried,711,3,31699,0.73,0,0,Tier 2,59913
CUST02990,42,48746,Salaried,825,3,31698,0.96,0,3,Tier 2,119445
CUST02991,33,70296,Self-Employed,629,1,17323,0.72,2,3,Tier 1,80032
CUST02992,29,56454,Self-Employed,614,3,37821,0.72,0,2,Tier 1,72640
CUST02993,38,55676,Salaried,689,2,34634,0.67,0,2,Tier 2,69818
CUST02994,21,88990,Self-Employed,597,0,32213,0.8,2,0,Tier 1,106769
CUST02995,45,51099,Salaried,690,3,23440,0.87,1,0,Tier 2,67924
CUST02996,33,102416,Self-Employed,865,2,32268,1.0,0,3,Tier 3,256039
CUST02997,44,30707,Self-Employed,694,0,7372,0.65,0,2,Tier 1,38005
CUST02998,31,59450,Self-Employed,768,2,23226,0.95,0,0,Tier 1,144851
CUST02999,34,73163,Salaried,689,2,20062,0.84,1,1,Tier 1,95352
CUST03000,36,84130,Salaried,759,0,54059,0.73,1,3,Tier 1,171199
CUST03001,24,36913,Salaried,706,1,17961,0.65,1,2,Tier 3,42782
CUST03002,29,90533,Self-Employed,879,3,31507,1.0,0,3,Tier 2,225879
CUST03003,34,54435,Salaried,653,2,24687,0.65,1,2,Tier 1,63257
CUST03004,21,47716,Self-Employed,633,2,26579,0.75,0,1,Tier 1,62470
CUST03005,25,22948,Salaried,685,0,12530,0.91,0,4,Tier 1,32800
CUST03006,21,15000,Salaried,660,2,5288,0.6,2,2,Tier 1,15757
CUST03007,37,75497,Self-Employed,739,1,41221,0.75,4,2,Tier 3,76168
CUST03008,27,78285,Salaried,671,1,28307,0.72,1,2,Tier 3,94903
CUST03009,33,81345,Self-Employed,730,0,39973,0.96,0,1,Tier 3,119285
CUST03010,50,22788,Self-Employed,807,0,12921,1.0,0,1,Tier 3,56969
CUST03011,41,91893,Salaried,806,2,58146,0.84,0,0,Tier 2,211167
CUST03012,35,103605,Self-Employed,699,1,20726,0.85,2,2,Tier 3,127887
CUST03013,37,76429,Salaried,640,2,16005,0.64,0,3,Tier 1,94060
CUST03014,29,53771,Salaried,615,0,35996,0.54,2,1,Tier 2,54084
CUST03015,35,100176,Self-Employed,732,2,43363,0.7,1,2,Tier 1,120319
CUST03016,41,61192,Self-Employed,697,0,17218,0.89,1,1,Tier 3,82306
CUST03017,40,44252,Self-Employed,680,2,11299,0.65,3,2,Tier 1,44772
CUST03018,34,68632,Self-Employed,700,0,43181,0.77,0,2,Tier 1,91119
CUST03019,44,54563,Self-Employed,900,3,16726,0.87,0,2,Tier 1,127783
CUST03020,48,46165,Salaried,664,3,26541,0.8,1,0,Tier 2,58815
CUST03021,25,40088,Salaried,872,2,12977,0.95,1,3,Tier 1,92941
CUST03022,32,78894,Self-Employed,742,1,49283,0.96,1,2,Tier 1,110158
CUST03023,33,67149,Salaried,776,0,36946,0.99,1,3,Tier 2,158815
CUST03024,33,85110,Self-Employed,764,0,58858,1.0,1,3,Tier 1,202136
CUST03025,21,72021,Salaried,900,2,26241,1.0,0,2,Tier 2,180053
CUST03026,31,84976,Salaried,754,0,32849,0.91,0,0,Tier 2,203137
CUST03027,35,29991,Self-Employed,728,0,10206,0.96,0,0,Tier 1,43992
CUST03028,29,51445,Salaried,800,2,11018,0.76,1,2,Tier 3,106635
CUST03029,32,48381,Salaried,736,1,25269,0.75,2,2,Tier 3,56158
CUST03030,40,45658,Salaried,734,3,24055,0.81,2,0,Tier 3,55227
CUST03031,43,63167,Self-Employed,846,2,23217,1.0,0,2,Tier 2,157917
CUST03032,31,43394,Salaried,685,3,13889,0.75,1,0,Tier 3,53702
CUST03033,32,31130,Salaried,806,2,17831,0.97,0,1,Tier 2,76530
CUST03034,34,52603,Salaried,679,0,13758,0.96,0,2,Tier 3,77421
CUST03035,25,111112,Self-Employed,845,0,37866,0.76,0,1,Tier 2,244567
CUST03036,39,52312,Salaried,778,2,36362,0.92,0,1,Tier 3,125587
CUST03037,43,95303,Salaried,767,1,38289,0.92,1,0,Tier 2,216248
CUST03038,36,67771,Self-Employed,799,3,39515,0.97,0,1,Tier 3,167074
CUST03039,32,24743,Salaried,731,1,10537,0.75,1,3,Tier 2,30701
CUST03040,35,32610,Salaried,710,0,21023,0.97,0,1,Tier 1,48113
CUST03041,41,84378,Salaried,635,3,47757,0.78,0,3,Tier 3,112655
CUST03042,29,17539,Salaried,686,0,10948,0.83,2,3,Tier 3,21495
CUST03043,36,45508,Salaried,780,0,20261,1.0,0,1,Tier 3,113769
CUST03044,23,74494,Salaried,663,1,17123,0.83,1,1,Tier 1,96509
CUST03045,50,35562,Salaried,680,0,15666,0.92,0,1,Tier 1,51097
CUST03046,42,88089,Self-Employed,824,2,48082,0.76,0,2,Tier 1,194069
CUST03047,28,51666,Salaried,651,1,33828,0.73,3,1,Tier 1,55529
CUST03048,29,97417,Self-Employed,606,1,22878,0.58,0,0,Tier 1,115138
CUST03049,47,75208,Salaried,659,3,31527,0.65,2,1,Tier 1,81810
CUST03050,32,45133,Salaried,691,1,25862,0.74,0,1,Tier 2,58824
CUST03051,29,73368,Salaried,770,0,26614,0.81,0,1,Tier 3,166172
CUST03052,32,15000,Self-Employed,818,1,10354,0.97,2,1,Tier 1,33230
CUST03053,38,38016,Salaried,709,3,20673,0.85,4,4,Tier 3,41211
CUST03054,40,27125,Salaried,723,1,10762,0.94,0,0,Tier 3,39396
CUST03055,31,91303,Self-Employed,712,2,39396,0.75,1,0,Tier 2,112677
CUST03056,42,15000,Self-Employed,698,3,8418,0.86,0,1,Tier 3,20912
CUST03057,27,67905,Salaried,820,3,20089,0.75,0,3,Tier 1,148906
CUST03058,26,74225,Self-Employed,644,3,37147,0.6,1,2,Tier 2,83550
CUST03059,34,49144,Salaried,658,1,32425,0.66,0,1,Tier 1,61090
CUST03060,39,47682,Salaried,565,3,25148,0.83,0,2,Tier 1,65424
CUST03061,34,80429,Salaried,853,3,16587,0.97,0,2,Tier 3,197786
CUST03062,51,55037,Salaried,797,2,34269,1.0,0,1,Tier 3,137593
CUST03063,31,98525,Self-Employed,677,3,27673,0.7,0,2,Tier 1,125647
CUST03064,41,32860,Salaried,566,0,13165,0.57,1,2,Tier 1,36190
CUST03065,21,59847,Self-Employed,799,2,21828,0.79,1,0,Tier 1,126337
CUST03066,43,19229,Salaried,738,3,5161,0.69,2,1,Tier 1,21500
CUST03067,39,51009,Salaried,780,0,17248,0.88,0,2,Tier 1,120132
CUST03068,30,45216,Self-Employed,722,1,9827,0.93,0,1,Tier 2,65322
CUST03069,38,53743,Salaried,700,1,25914,0.73,3,1,Tier 2,57675
CUST03070,35,56322,Self-Employed,554,2,29149,0.58,1,5,Tier 2,62395
CUST03071,26,17855,Salaried,773,0,11123,0.81,1,1,Tier 2,38077
CUST03072,26,57098,Salaried,797,1,11913,0.84,1,1,Tier 3,124012
CUST03073,34,57196,Self-Employed,661,0,15137,0.81,0,1,Tier 1,77675
CUST03074,37,43398,Salaried,740,3,28803,0.99,0,3,Tier 3,64799
CUST03075,40,42276,Self-Employed,741,0,21785,0.79,0,2,Tier 1,56837
CUST03076,31,50849,Salaried,753,0,27942,0.84,0,0,Tier 3,116844
CUST03077,22,49959,Self-Employed,781,1,17033,0.86,0,1,Tier 1,116071
CUST03078,38,58454,Salaried,894,3,19450,0.92,0,0,Tier 3,140243
CUST03079,21,43363,Self-Employed,797,0,19372,0.89,0,2,Tier 2,102655
CUST03080,28,65735,Salaried,557,1,18180,0.66,1,1,Tier 1,76680
CUST03081,46,80836,Self-Employed,670,3,33002,0.85,0,1,Tier 1,112075
CUST03082,42,58548,Salaried,739,0,34720,0.7,1,0,Tier 3,70317
CUST03083,45,73086,Self-Employed,642,1,28330,0.91,0,5,Tier 3,104801
CUST03084,25,35174,Salaried,787,2,22135,0.81,1,5,Tier 3,75250
CUST03085,44,19417,Self-Employed,727,0,5848,0.61,1,0,Tier 1,22022
CUST03086,23,41191,Salaried,748,1,13753,0.74,1,2,Tier 1,50719
CUST03087,27,41048,Salaried,754,2,16247,0.9,0,3,Tier 3,97407
CUST03088,26,88247,Self-Employed,798,3,29759,0.93,1,0,Tier 2,201365
CUST03089,39,85756,Self-Employed,707,1,31874,0.93,1,1,Tier 2,117731
CUST03090,32,42467,Salaried,789,3,28299,1.0,0,1,Tier 3,106168
CUST03091,41,40260,Self-Employed,738,2,11060,0.89,1,0,Tier 1,54180
CUST03092,39,85136,Self-Employed,900,0,31703,0.94,0,1,Tier 3,206314
CUST03093,34,73069,Salaried,663,2,18003,0.85,0,1,Tier 2,101416
CUST03094,40,72015,Self-Employed,769,2,33663,0.93,0,0,Tier 3,173522
CUST03095,28,40841,Salaried,693,1,18023,0.82,2,1,Tier 2,49569
CUST03096,31,107376,Self-Employed,731,3,53204,0.64,0,1,Tier 2,132037
CUST03097,28,84628,Self-Employed,645,1,57080,0.85,0,1,Tier 1,117502
CUST03098,31,48046,Self-Employed,685,2,33540,0.67,0,1,Tier 2,60220
CUST03099,31,57223,Self-Employed,601,3,31491,0.66,0,1,Tier 2,71047
CUST03100,33,45893,Self-Employed,825,0,9333,0.92,0,5,Tier 3,110044
CUST03101,32,122350,Self-Employed,714,3,27285,0.69,1,1,Tier 2,146112
CUST03102,35,86235,Self-Employed,578,0,42247,0.68,0,2,Tier 2,108622
CUST03103,49,60594,Salaried,884,2,24948,0.9,1,3,Tier 2,136080
CUST03104,33,48295,Salaried,777,0,33684,0.97,0,2,Tier 1,118781
CUST03105,58,40300,Salaried,747,3,11919,0.83,0,1,Tier 3,55424
CUST03106,43,69232,Salaried,828,3,34482,0.98,1,0,Tier 2,162347
CUST03107,35,28249,Salaried,690,2,7152,0.79,2,1,Tier 1,33753
CUST03108,34,54996,Self-Employed,695,2,20037,0.73,0,2,Tier 2,71518
CUST03109,28,85521,Self-Employed,820,1,25324,0.84,1,1,Tier 2,186117
CUST03110,43,96515,Self-Employed,541,2,60698,0.64,3,1,Tier 1,97344
CUST03111,37,100066,Self-Employed,677,1,29753,0.9,1,2,Tier 3,135020
CUST03112,25,19823,Salaried,763,2,13710,1.0,0,2,Tier 2,49557
CUST03113,34,69708,Salaried,815,0,46938,0.87,1,2,Tier 3,153868
CUST03114,48,64482,Self-Employed,747,2,31398,1.0,0,2,Tier 1,96723
CUST03115,31,48792,Salaried,763,0,22647,0.83,0,2,Tier 1,111727
CUST03116,33,83352,Self-Employed,681,3,27143,0.74,1,2,Tier 2,102514
CUST03117,29,49656,Self-Employed,541,1,14006,0.75,0,0,Tier 1,65210
CUST03118,28,48253,Salaried,668,0,11101,0.8,1,2,Tier 2,61414
CUST03119,26,62671,Self-Employed,693,0,15350,0.68,0,2,Tier 2,79043
CUST03120,35,40359,Salaried,729,2,16665,0.9,0,0,Tier 3,57539
CUST03121,40,64578,Salaried,784,0,23280,0.95,0,3,Tier 1,157215
CUST03122,37,40398,Self-Employed,739,3,11792,1.0,0,2,Tier 1,60597
CUST03123,28,61668,Salaried,756,3,17761,0.74,1,0,Tier 3,126041
CUST03124,26,56051,Self-Employed,754,1,32874,0.81,1,1,Tier 2,119913
CUST03125,42,15000,Self-Employed,810,3,3348,1.0,1,3,Tier 3,35625
CUST03126,28,37489,Salaried,756,0,22345,0.98,1,1,Tier 3,88228
CUST03127,41,31403,Salaried,735,0,14159,0.82,1,3,Tier 2,40458
CUST03128,49,76575,Salaried,900,3,48776,0.92,0,4,Tier 1,183849
CUST03129,24,72853,Salaried,781,2,26611,0.87,0,2,Tier 2,170191
CUST03130,35,27208,Self-Employed,716,3,17075,0.88,0,0,Tier 3,38310
CUST03131,45,74161,Self-Employed,772,3,21757,0.88,1,0,Tier 1,164802
CUST03132,39,27982,Salaried,779,0,8684,0.99,2,1,Tier 1,62661
CUST03133,48,44181,Salaried,641,0,18344,0.59,0,2,Tier 1,52655
CUST03134,38,15000,Self-Employed,777,2,9094,0.84,2,3,Tier 3,30704
CUST03135,37,77909,Salaried,625,0,22127,0.65,0,2,Tier 3,96672
CUST03136,40,68140,Self-Employed,722,0,33792,0.73,0,1,Tier 3,88413
CUST03137,26,85039,Salaried,712,0,36598,0.77,0,1,Tier 2,113160
CUST03138,31,34375,Salaried,806,0,18506,0.97,0,2,Tier 3,84812
CUST03139,28,48953,Salaried,782,1,34183,0.92,0,1,Tier 1,117340
CUST03140,42,63513,Self-Employed,664,0,22840,0.73,0,1,Tier 2,82258
CUST03141,42,46636,Salaried,741,1,25499,0.73,0,1,Tier 3,60614
CUST03142,30,38884,Salaried,615,3,18180,0.69,1,2,Tier 2,46259
CUST03143,47,26720,Self-Employed,694,0,7628,0.82,1,1,Tier 1,34453
CUST03144,44,69262,Self-Employed,789,0,21167,0.74,1,1,Tier 1,141896
CUST03145,28,73931,Salaried,690,0,24024,0.72,0,1,Tier 2,95629
CUST03146,21,30391,Salaried,683,1,13299,0.73,0,2,Tier 3,39522
CUST03147,45,68778,Self-Employed,690,2,47669,0.62,0,1,Tier 2,83814
CUST03148,29,44559,Self-Employed,874,0,17083,0.95,0,2,Tier 1,108476
CUST03149,30,69412,Salaried,616,0,42535,0.79,1,3,Tier 3,87852
CUST03150,34,144160,Self-Employed,753,3,30133,0.84,1,2,Tier 3,313147
CUST03151,43,53695,Salaried,657,0,11470,0.88,0,0,Tier 1,75581
CUST03152,41,31676,Self-Employed,748,2,10695,0.73,2,1,Tier 2,36304
CUST03153,38,41842,Self-Employed,528,2,17592,0.48,3,2,Tier 1,36911
CUST03154,30,151592,Self-Employed,759,3,80568,0.86,1,0,Tier 2,333523
CUST03155,29,79076,Salaried,770,1,50974,0.66,0,1,Tier 1,164135
CUST03156,36,52699,Salaried,753,0,21031,0.59,1,0,Tier 2,98430
CUST03157,36,33196,Salaried,660,1,6991,0.62,0,0,Tier 1,40349
CUST03158,46,58623,Salaried,782,0,40917,0.97,0,3,Tier 2,144234
CUST03159,26,92706,Self-Employed,645,3,63515,0.62,1,1,Tier 3,105801
CUST03160,36,74334,Salaried,816,2,15891,0.93,0,1,Tier 3,179449
CUST03161,32,72188,Salaried,634,0,26970,0.55,2,0,Tier 3,73243
CUST03162,34,40320,Salaried,680,3,25363,0.76,0,2,Tier 3,53187
CUST03163,42,84197,Self-Employed,792,3,53893,0.86,0,2,Tier 3,195543
CUST03164,33,67207,Self-Employed,710,3,36241,0.8,0,2,Tier 3,90874
CUST03165,40,16684,Self-Employed,722,3,9494,0.83,1,2,Tier 2,21695
CUST03166,33,83348,Self-Employed,720,3,25255,0.78,2,1,Tier 1,98940
CUST03167,21,49745,Salaried,884,0,15195,1.0,0,1,Tier 1,124363
CUST03168,36,74581,Self-Employed,773,1,17221,0.78,0,0,Tier 1,165809
CUST03169,49,59390,Self-Employed,666,3,21192,0.89,1,3,Tier 1,79777
CUST03170,35,49760,Self-Employed,720,2,28242,0.67,2,2,Tier 2,54857
CUST03171,23,38573,Salaried,846,0,24857,1.0,0,0,Tier 3,96431
CUST03172,21,47634,Salaried,756,0,14248,0.84,3,1,Tier 2,91415
CUST03173,41,52509,Salaried,664,1,36482,0.85,0,0,Tier 2,72746
CUST03174,49,44672,Self-Employed,666,2,12221,0.8,1,1,Tier 3,56957
CUST03175,35,15000,Self-Employed,695,3,5121,0.79,2,5,Tier 3,17934
CUST03176,23,103270,Self-Employed,701,1,52653,0.71,0,4,Tier 3,132161
CUST03177,49,55861,Salaried,641,2,30392,0.74,3,3,Tier 1,60410
CUST03178,38,75464,Self-Employed,711,2,28565,0.68,3,1,Tier 1,77939
CUST03179,21,49242,Self-Employed,532,0,20499,0.56,2,0,Tier 2,50291
CUST03180,29,106755,Self-Employed,712,3,74561,0.66,1,3,Tier 1,124739
CUST03181,29,113862,Self-Employed,733,0,76510,0.88,0,1,Tier 2,160472
CUST03182,27,47971,Salaried,580,1,20964,0.54,3,0,Tier 1,44534
CUST03183,26,66496,Self-Employed,687,3,22057,0.73,0,3,Tier 3,86273
CUST03184,44,74360,Self-Employed,672,0,22705,0.76,2,4,Tier 1,87165
CUST03185,34,40061,Salaried,697,0,12724,0.74,0,1,Tier 1,52352
CUST03186,54,75621,Self-Employed,770,0,46448,1.0,1,2,Tier 1,179599
CUST03187,29,41865,Salaried,703,3,18611,0.83,2,0,Tier 1,51180
CUST03188,32,15000,Self-Employed,821,0,3972,1.0,0,0,Tier 3,37500
