customer_id,age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket
CUST02553,30,60324.0,Salaried,750.0,0,36810.0,0.99,0,0,Tier 2,90127,0.6102048935746966,0,Excellent,Medium,Adult
CUST02554,21,41219.0,Self-Employed,681.0,0,11480.0,0.72,1,6,Tier 2,49992,0.2785123365438269,1,Good,Medium,Young
CUST02555,27,75733.0,Salaried,630.0,3,20032.0,0.83,0,1,Tier 2,104224,0.2645082064621763,1,Fair,Medium,Young
CUST02556,36,122319.0,Self-Employed,800.0,0,64727.125,0.82,1,1,Tier 2,263092,0.5291665644748568,1,Excellent,High,Adult
CUST02557,34,59737.0,Salaried,761.0,1,30300.0,0.8,0,1,Tier 1,134659,0.5072233289251218,1,Excellent,Medium,Adult
CUST02558,27,86493.0,Self-Employed,632.0,3,21935.0,0.69,2,0,Tier 2,96404,0.2536043379233001,1,Fair,High,Young
CUST02559,26,86928.0,Self-Employed,734.0,3,51557.0,0.72,0,1,Tier 2,112241,0.5931000368120743,1,Good,High,Young
CUST02560,27,77512.0,Salaried,614.0,1,47004.0,0.57,1,4,Tier 3,85721,0.6064093301682321,1,Fair,Medium,Young
CUST02561,21,59155.0,Self-Employed,687.0,1,14980.0,0.81,2,3,Tier 3,71629,0.2532330318654383,1,Good,Medium,Young
CUST02562,27,51883.0,Salaried,900.0,0,10860.0,1.0,1,2,Tier 2,123221,0.2093171173602143,0,Excellent,Medium,Young
CUST02563,33,89307.0,Self-Employed,705.0,1,30604.0,0.65,2,2,Tier 2,96958,0.3426831043479234,1,Good,High,Adult
CUST02564,35,67383.0,Salaried,752.0,3,31037.0,0.88,0,3,Tier 3,158361,0.4606057907780894,1,Excellent,Medium,Adult
CUST02565,42,130640.625,Self-Employed,900.0,3,40055.0,0.93,0,1,Tier 1,317371,0.3066044731491448,0,Excellent,High,Adult
CUST02566,37,85787.0,Salaried,738.0,3,55354.0,0.82,2,2,Tier 1,104253,0.6452492801939688,1,Good,High,Adult
CUST02567,31,63654.0,Salaried,782.0,1,42069.0,0.93,1,2,Tier 3,145231,0.6609011216891318,0,Excellent,Medium,Adult
CUST02568,23,52603.0,Salaried,747.0,3,18678.0,1.0,0,1,Tier 2,78882,0.3550748056194514,0,Excellent,Medium,Young
CUST02569,32,91122.0,Self-Employed,578.0,3,27722.0,0.74,0,2,Tier 1,119198,0.3042294945238252,1,Poor,High,Adult
CUST02570,24,30476.0,Salaried,679.0,3,8353.0,0.73,2,0,Tier 3,35019,0.2740845255282845,1,Good,Low,Young
CUST02571,40,106788.0,Self-Employed,804.0,1,64727.125,0.86,0,3,Tier 3,247961,0.6061273270404914,1,Excellent,High,Adult
CUST02572,41,96380.0,Self-Employed,668.0,3,20336.0,0.86,0,0,Tier 3,134159,0.2109981323926126,1,Fair,High,Adult
CUST02573,47,48231.0,Salaried,843.0,3,9892.0,0.85,2,1,Tier 1,99454,0.2050963073541913,1,Excellent,Medium,Adult
CUST02574,36,76099.0,Self-Employed,721.0,1,32152.0,0.63,2,0,Tier 1,81597,0.4225022667840576,1,Good,Medium,Adult
CUST02575,37,82689.0,Salaried,767.0,1,30226.0,0.97,0,2,Tier 1,203649,0.3655383424639311,0,Excellent,High,Adult
CUST02576,38,68441.0,Self-Employed,693.0,2,36892.0,1.0,0,0,Tier 2,102661,0.539033620198419,0,Good,Medium,Adult
CUST02577,34,90755.0,Self-Employed,681.0,2,61402.0,0.92,0,0,Tier 2,130561,0.6765687840890309,0,Good,High,Adult
CUST02578,55,74203.0,Salaried,641.0,2,39070.0,0.81,3,2,Tier 3,84175,0.5265285770117111,1,Fair,Medium,Senior
CUST02579,23,74603.0,Self-Employed,624.0,3,25148.0,0.73,1,1,Tier 3,91336,0.3370910017023444,1,Fair,Medium,Young
CUST02580,46,128595.0,Self-Employed,803.0,1,44812.0,0.81,1,2,Tier 2,275652,0.3484738908977798,1,Excellent,High,Adult
CUST02581,49,54474.0,Salaried,710.0,3,29472.0,0.71,2,2,Tier 1,61554,0.5410287476594339,1,Good,Medium,Adult
CUST02582,37,65214.0,Self-Employed,679.0,3,18881.0,0.81,0,4,Tier 1,88611,0.2895237219002055,1,Good,Medium,Adult
CUST02583,37,15000.0,Self-Employed,581.0,0,4392.0,0.6,2,2,Tier 3,15795,0.2928,1,Fair,Low,Adult
CUST02584,40,79495.0,Self-Employed,654.0,2,46088.0,0.77,2,1,Tier 2,93564,0.5797597333165608,1,Fair,Medium,Adult
CUST02585,35,93310.0,Self-Employed,678.0,0,25559.0,0.8,1,1,Tier 3,119091,0.2739149072982531,1,Good,High,Adult
CUST02586,42,37488.0,Self-Employed,657.0,2,24144.0,0.69,0,3,Tier 2,47426,0.6440460947503202,1,Fair,Low,Adult
CUST02587,38,77584.0,Salaried,683.0,1,39252.0,1.0,0,2,Tier 1,116375,0.5059290575376366,0,Good,Medium,Adult
CUST02588,24,38157.0,Self-Employed,677.0,3,8047.0,0.68,2,3,Tier 1,42329,0.210891841601803,1,Good,Low,Young
CUST02589,23,68739.0,Self-Employed,718.0,1,31327.0,0.81,0,2,Tier 2,93199,0.4557383726850841,1,Good,Medium,Young
CUST02590,39,61695.0,Salaried,700.0,1,26887.0,0.69,1,0,Tier 1,73554,0.4358051705972931,1,Good,Medium,Adult
CUST02591,25,78545.0,Self-Employed,688.0,3,30170.0,0.61,2,2,Tier 1,83351,0.3841110191609905,1,Good,Medium,Young
CUST02592,39,67120.0,Self-Employed,762.0,2,18164.0,0.82,1,2,Tier 3,144091,0.2706197854588796,1,Excellent,Medium,Adult
CUST02593,33,62540.0,Salaried,661.0,2,23438.0,0.55,2,1,Tier 1,63307,0.3747681483850336,1,Fair,Medium,Adult
CUST02594,47,120427.0,Self-Employed,613.0,0,43106.0,0.56,0,0,Tier 3,141307,0.3579429862074119,1,Fair,High,Adult
CUST02595,37,51467.0,Self-Employed,624.0,3,22957.0,0.62,1,1,Tier 1,58747,0.4460528105387918,1,Fair,Medium,Adult
CUST02596,46,85290.0,Self-Employed,731.0,0,40030.0,0.95,0,4,Tier 2,124517,0.469339899167546,0,Good,High,Adult
CUST02597,48,42386.0,Salaried,714.0,2,23206.0,0.95,0,2,Tier 1,62037,0.5474920964469401,0,Good,Medium,Adult
CUST02598,22,67878.0,Salaried,793.0,2,42874.0,0.86,0,1,Tier 3,157808,0.6316332243142108,1,Excellent,Medium,Young
CUST02599,43,32524.0,Salaried,689.0,0,20092.0,0.77,0,0,Tier 2,43076,0.6177591932111671,1,Good,Low,Adult
CUST02600,32,78036.0,Salaried,737.0,3,45220.0,0.74,1,0,Tier 3,95799,0.579476139217797,1,Good,Medium,Adult
CUST02601,33,26126.0,Salaried,853.0,2,8668.0,0.99,0,1,Tier 2,64955,0.3317767740947714,0,Excellent,Low,Adult
CUST02602,35,35320.0,Salaried,781.0,3,24172.0,0.69,0,0,Tier 3,74430,0.6843714609286523,1,Excellent,Low,Adult
CUST02603,31,15000.0,Self-Employed,812.0,0,3464.0,0.72,0,0,Tier 2,32319,0.2309333333333333,1,Excellent,Low,Adult
CUST02604,21,84244.0,Self-Employed,674.0,1,22411.0,0.72,1,4,Tier 1,102043,0.2660248801101562,1,Good,High,Young
CUST02605,32,35022.0,Self-Employed,665.0,3,11294.0,0.69,0,2,Tier 3,44336,0.3224830106790017,1,Fair,Low,Adult
CUST02606,35,76434.0,Self-Employed,763.0,3,43058.0,0.69,1,1,Tier 1,151667,0.5633356883062511,1,Excellent,Medium,Adult
CUST02607,31,28113.0,Salaried,794.0,1,12033.0,0.8,0,2,Tier 2,63344,0.4280226229858073,1,Excellent,Low,Adult
CUST02608,30,71831.0,Salaried,673.0,2,21438.0,0.75,0,3,Tier 3,94085,0.2984505297155824,1,Good,Medium,Adult
CUST02609,38,15000.0,Salaried,627.0,2,7502.0,0.74,3,4,Tier 3,16176,0.5001333333333333,1,Fair,Low,Adult
CUST02610,41,37339.0,Salaried,574.0,1,18547.0,0.52,3,1,Tier 1,34179,0.4967192479712901,1,Poor,Low,Adult
CUST02611,35,42560.0,Salaried,606.0,3,29195.0,0.85,2,0,Tier 3,52646,0.6859727443609023,1,Fair,Medium,Adult
CUST02612,35,59143.0,Salaried,603.0,3,16055.0,0.66,0,2,Tier 3,73621,0.2714606969548382,1,Fair,Medium,Adult
CUST02613,34,47268.0,Salaried,613.0,3,22900.0,0.76,0,1,Tier 3,62506,0.4844715240754845,1,Fair,Medium,Adult
CUST02614,46,83184.0,Self-Employed,785.0,0,57473.0,0.85,2,0,Tier 1,171344,0.6909141180996345,1,Excellent,High,Adult
CUST02615,46,41744.0,Salaried,696.0,2,12580.0,0.77,2,0,Tier 2,49190,0.3013606745879647,1,Good,Medium,Adult
CUST02616,34,28526.0,Salaried,669.0,1,11450.0,0.69,7,0,Tier 1,21168,0.4013882072495267,1,Fair,Low,Adult
CUST02617,38,46172.0,Self-Employed,807.0,1,31829.0,1.0,0,2,Tier 2,115428,0.6893571861734384,0,Excellent,Medium,Adult
CUST02618,29,61458.0,Salaried,642.0,0,25158.0,0.74,0,0,Tier 1,80109,0.4093527286927658,1,Fair,Medium,Young
CUST02619,32,59680.0,Salaried,756.0,3,28366.0,0.81,1,2,Tier 1,127444,0.4753016085790885,1,Excellent,Medium,Adult
CUST02620,37,83974.0,Salaried,796.0,3,32207.0,0.91,1,0,Tier 1,189572,0.383535379998571,0,Excellent,High,Adult
CUST02621,46,31925.0,Salaried,741.0,2,12553.0,0.9,0,0,Tier 2,45434,0.3932028191072827,0,Excellent,Low,Adult
CUST02622,44,44912.0,Salaried,718.0,2,13747.0,0.77,1,4,Tier 1,56149,0.3060874599216245,1,Good,Medium,Adult
CUST02623,44,28940.0,Self-Employed,802.0,0,17921.0,0.79,2,0,Tier 1,57451,0.6192467173462336,1,Excellent,Low,Adult
CUST02624,34,86192.0,Self-Employed,625.0,1,49955.0,0.69,0,0,Tier 1,109326,0.5795781511045108,1,Fair,High,Adult
CUST02625,36,82688.0,Self-Employed,840.0,1,17853.0,1.0,0,1,Tier 3,206720,0.2159079914860681,0,Excellent,High,Adult
CUST02626,32,56864.0,Salaried,674.0,1,21870.0,0.82,3,1,Tier 3,65007,0.3846018570624648,1,Good,Medium,Adult
CUST02627,50,61871.0,Salaried,744.0,2,19314.0,0.7,1,0,Tier 3,74208,0.3121656349501382,1,Excellent,Medium,Senior
CUST02628,38,33391.0,Self-Employed,780.0,3,20512.0,0.98,0,1,Tier 3,82490,0.6142972657302866,0,Excellent,Low,Adult
CUST02629,36,56066.0,Self-Employed,845.0,3,34765.0,1.0,0,2,Tier 3,140164,0.6200727713765919,0,Excellent,Medium,Adult
CUST02630,21,127132.0,Self-Employed,900.0,2,48781.0,0.94,0,2,Tier 1,307631,0.3837035522134474,0,Excellent,High,Young
CUST02631,43,46120.0,Self-Employed,732.0,3,14249.0,0.74,2,0,Tier 3,53121,0.3089549002601908,1,Good,Medium,Adult
CUST02632,27,75120.0,Self-Employed,649.0,2,17371.0,0.67,2,1,Tier 1,82742,0.2312433439829606,1,Fair,Medium,Young
CUST02633,27,39917.0,Salaried,647.0,2,12222.0,0.69,1,4,Tier 3,47555,0.3061853345692311,1,Fair,Low,Young
CUST02634,41,60618.0,Salaried,868.0,0,40609.0,0.98,0,3,Tier 2,150098,0.6699165264442904,0,Excellent,Medium,Adult
CUST02635,29,33261.0,Salaried,825.0,1,17742.0,0.95,1,0,Tier 1,77069,0.5334175160097412,0,Excellent,Low,Young
CUST02636,31,92204.0,Self-Employed,805.0,2,55366.0,0.96,0,1,Tier 2,226350,0.6004728645178083,0,Excellent,High,Adult
CUST02637,39,37853.0,Salaried,626.0,0,13087.0,0.79,0,1,Tier 3,50921,0.3457321744643753,1,Fair,Low,Adult
CUST02638,37,35761.0,Salaried,679.0,1,14389.0,0.75,1,1,Tier 2,44279,0.4023657056570006,1,Good,Low,Adult
CUST02639,21,29602.0,Self-Employed,684.0,1,15228.0,0.76,1,1,Tier 1,36770,0.514424701033714,1,Good,Low,Young
CUST02640,21,46309.0,Salaried,790.0,1,29516.0,0.94,0,1,Tier 1,112297,0.6373707054784167,0,Excellent,Medium,Young
CUST02641,39,43917.0,Salaried,680.0,0,27177.0,0.62,4,1,Tier 2,40255,0.6188264225698477,1,Good,Medium,Adult
CUST02642,25,18969.0,Salaried,683.0,0,10576.0,0.81,1,2,Tier 1,24313,0.5575412515156307,1,Good,Low,Young
CUST02643,30,49139.0,Salaried,671.0,1,20272.0,0.87,1,1,Tier 1,65136,0.4125440078145668,1,Good,Medium,Adult
CUST02644,28,82228.0,Self-Employed,725.0,0,19730.0,0.58,3,1,Tier 2,78712,0.2399425986282045,1,Good,High,Young
CUST02645,23,15000.0,Salaried,647.0,3,9852.0,0.76,0,3,Tier 3,19822,0.6568,1,Fair,Low,Young
CUST02646,40,56366.0,Salaried,604.0,2,32889.0,0.72,1,2,Tier 3,68484,0.5834900471915694,1,Fair,Medium,Adult
CUST02647,34,60107.0,Salaried,682.0,0,32355.0,0.84,1,2,Tier 3,78575,0.5382900494118822,1,Good,Medium,Adult
CUST02648,38,67345.0,Salaried,740.0,3,15498.0,0.8,0,2,Tier 2,90690,0.2301284430915435,1,Excellent,Medium,Adult
CUST02649,45,32125.0,Salaried,627.0,1,15222.0,0.64,5,0,Tier 3,27578,0.4738365758754864,1,Fair,Low,Adult
CUST02650,42,55330.0,Salaried,752.0,0,15716.0,0.86,0,1,Tier 2,128441,0.2840412073016446,1,Excellent,Medium,Adult
CUST02651,38,58781.0,Salaried,761.0,0,12161.0,0.82,1,2,Tier 3,126485,0.2068865789966145,1,Excellent,Medium,Adult
CUST02652,41,20497.0,Salaried,739.0,1,4357.0,0.98,1,5,Tier 1,28843,0.2125676928330975,0,Good,Low,Adult
CUST02653,34,85687.0,Self-Employed,784.0,2,37658.0,0.83,0,2,Tier 2,196167,0.4394832354966331,1,Excellent,High,Adult
CUST02654,38,39843.0,Salaried,640.0,0,13209.0,0.67,1,1,Tier 2,46925,0.3315262404939387,1,Fair,Low,Adult
CUST02655,57,44755.0,Salaried,629.0,0,22690.0,0.63,1,0,Tier 2,51211,0.5069824600603284,1,Fair,Medium,Senior
CUST02656,25,23910.0,Salaried,820.0,2,6998.0,0.94,0,3,Tier 1,58095,0.2926808866583019,0,Excellent,Low,Young
CUST02657,35,43160.0,Salaried,870.0,0,24957.0,0.91,1,0,Tier 3,97418,0.5782437442075996,0,Excellent,Medium,Adult
CUST02658,36,87398.0,Self-Employed,823.0,1,41908.0,0.98,0,3,Tier 2,216355,0.4795075402183116,0,Excellent,High,Adult
CUST02659,47,72590.0,Salaried,757.0,0,15559.0,1.0,1,0,Tier 2,172402,0.2143408182945309,0,Excellent,Medium,Adult
CUST02660,24,43566.0,Salaried,597.0,2,27607.0,0.51,1,1,Tier 1,46193,0.6336822292613506,1,Fair,Medium,Young
CUST02661,36,70516.0,Salaried,819.0,2,22936.0,0.88,1,0,Tier 3,157244,0.3252595155709342,1,Excellent,Medium,Adult
CUST02662,39,92801.0,Self-Employed,564.0,1,50104.0,0.66,0,2,Tier 1,115691,0.5399079751295783,1,Poor,High,Adult
CUST02663,28,41326.0,Salaried,691.0,0,23947.0,0.65,2,2,Tier 2,45086,0.57946571165852,1,Good,Medium,Young
CUST02664,36,59735.0,Salaried,727.0,2,21886.0,0.94,0,3,Tier 2,87006,0.3663848664936804,0,Good,Medium,Adult
CUST02665,26,62889.0,Salaried,813.0,1,25992.0,0.84,0,1,Tier 2,144859,0.4132996231455421,1,Excellent,Medium,Young
CUST02666,28,102777.0,Self-Employed,568.0,3,34447.0,0.58,0,2,Tier 1,121568,0.33516253636514,1,Poor,High,Young
CUST02667,33,22731.0,Salaried,697.0,0,9015.0,0.56,3,2,Tier 2,21416,0.396594958426818,1,Good,Low,Adult
CUST02668,38,130640.625,Self-Employed,798.0,0,59341.0,0.91,0,1,Tier 1,324625,0.4542308336323406,0,Excellent,High,Adult
CUST02669,21,32325.0,Salaried,687.0,2,11021.0,0.72,2,1,Tier 3,36892,0.3409435421500387,1,Good,Low,Young
CUST02670,30,45365.0,Self-Employed,631.0,1,21070.0,0.78,3,3,Tier 3,50431,0.4644549763033175,1,Fair,Medium,Adult
CUST02671,32,45786.0,Salaried,672.0,1,23441.0,0.71,0,0,Tier 3,58634,0.5119687240641244,1,Good,Medium,Adult
CUST02672,42,34493.0,Self-Employed,625.0,1,12537.0,0.76,0,1,Tier 1,45603,0.3634650508798887,1,Fair,Low,Adult
CUST02673,42,66810.0,Self-Employed,736.0,2,20646.0,0.86,1,2,Tier 3,88258,0.3090255949708128,1,Good,Medium,Adult
CUST02674,26,33733.0,Salaried,583.0,1,12799.0,0.74,1,0,Tier 2,41463,0.3794207452642812,1,Fair,Low,Young
CUST02675,34,69918.0,Self-Employed,688.0,1,24160.0,0.83,3,1,Tier 1,80207,0.3455476415229268,1,Good,Medium,Adult
CUST02676,35,34521.0,Salaried,857.0,3,11864.0,1.0,1,1,Tier 1,81988,0.3436748645751861,0,Excellent,Low,Adult
CUST02677,35,53518.0,Salaried,662.0,0,15763.0,0.62,0,0,Tier 3,65217,0.2945364176538734,1,Fair,Medium,Adult
CUST02678,35,113333.0,Self-Employed,726.0,0,60990.0,0.94,0,2,Tier 2,164565,0.5381486416136518,0,Good,High,Adult
CUST02679,44,44087.0,Salaried,750.0,3,15299.0,0.94,1,1,Tier 2,60694,0.3470183954453694,0,Excellent,Medium,Adult
CUST02680,46,15000.0,Self-Employed,702.0,1,6401.0,0.73,0,2,Tier 3,19507,0.4267333333333333,1,Good,Low,Adult
CUST02681,29,33455.0,Salaried,751.0,2,11709.0,0.83,0,0,Tier 3,76552,0.3499925272754446,1,Excellent,Low,Young
CUST02682,35,102934.0,Self-Employed,770.0,1,41818.0,0.79,0,2,Tier 3,230665,0.4062603221481726,1,Excellent,High,Adult
CUST02683,21,26575.0,Salaried,740.0,1,12192.0,0.77,0,1,Tier 3,35354,0.4587770460959548,1,Excellent,Low,Young
CUST02684,39,76821.0,Salaried,631.0,2,19860.0,0.63,1,2,Tier 1,88213,0.2585230601007537,1,Fair,Medium,Adult
CUST02685,42,41967.0,Self-Employed,777.0,3,23111.0,0.8,2,1,Tier 3,83935,0.5506945933709819,1,Excellent,Medium,Adult
CUST02686,49,78306.0,Salaried,519.0,2,39082.0,0.6,1,1,Tier 3,88006,0.4990933006410747,1,Poor,Medium,Adult
CUST02687,50,73854.0,Salaried,753.0,0,28003.0,0.91,0,3,Tier 1,176364,0.3791670051723671,0,Excellent,Medium,Senior
CUST02688,37,34724.0,Salaried,678.0,0,10141.0,0.55,0,1,Tier 1,40391,0.2920458472526206,1,Good,Low,Adult
CUST02689,22,90088.0,Self-Employed,616.0,1,56474.0,0.69,1,2,Tier 2,107351,0.6268759435218897,1,Fair,High,Young
CUST02690,37,67540.0,Self-Employed,698.0,3,25187.0,0.61,0,5,Tier 1,81529,0.3729197512585134,1,Good,Medium,Adult
CUST02691,28,130640.625,Self-Employed,741.0,3,50406.0,0.67,1,0,Tier 2,156875,0.3858371008252601,1,Excellent,High,Young
CUST02692,31,87820.0,Self-Employed,707.0,2,60607.0,0.86,0,1,Tier 2,122291,0.6901275335914371,1,Good,High,Adult
CUST02693,40,83496.0,Salaried,811.0,2,45437.0,0.83,1,1,Tier 3,180141,0.5441817572099262,1,Excellent,High,Adult
CUST02694,28,51242.0,Salaried,821.0,3,34432.0,0.65,1,0,Tier 1,99025,0.6719487920065571,1,Excellent,Medium,Young
CUST02695,37,67330.0,Self-Employed,675.0,1,16737.0,0.79,0,1,Tier 3,90587,0.2485816129511362,1,Good,Medium,Adult
CUST02696,44,130640.625,Self-Employed,837.0,3,58989.0,1.0,0,2,Tier 2,339326,0.4515364190886257,0,Excellent,High,Adult
CUST02697,35,35037.0,Salaried,709.0,2,14204.0,0.71,3,1,Tier 2,37136,0.4054000057082513,1,Good,Low,Adult
CUST02698,43,39560.0,Salaried,654.0,3,18856.0,0.92,1,1,Tier 1,53978,0.4766430738119312,0,Fair,Low,Adult
CUST02699,22,74357.0,Salaried,618.0,3,48627.0,0.71,2,1,Tier 1,84254,0.6539666742875587,1,Fair,Medium,Young
CUST02700,57,70582.0,Salaried,775.0,2,20056.0,1.0,0,1,Tier 1,176455,0.2841517667393953,0,Excellent,Medium,Senior
CUST02701,40,28918.0,Salaried,555.0,3,11895.0,0.73,0,2,Tier 2,37582,0.4113355003803859,1,Poor,Low,Adult
CUST02702,42,47917.0,Salaried,725.0,2,24954.0,0.74,1,2,Tier 3,59030,0.5207755076486424,1,Good,Medium,Adult
CUST02703,31,35819.0,Salaried,746.0,3,15550.0,0.74,2,0,Tier 3,41264,0.4341271392277841,1,Excellent,Low,Adult
CUST02704,46,71875.0,Salaried,612.0,2,30896.0,0.87,1,1,Tier 1,95497,0.4298573913043478,1,Fair,Medium,Adult
CUST02705,37,77232.0,Self-Employed,603.0,2,41661.0,0.72,1,3,Tier 3,93624,0.5394266625233064,1,Fair,Medium,Adult
CUST02706,40,48408.0,Self-Employed,695.0,1,21408.0,0.82,1,2,Tier 3,62387,0.4422409519087754,1,Good,Medium,Adult
CUST02707,38,58006.0,Self-Employed,542.0,0,36215.0,0.76,1,3,Tier 2,72006,0.624331965658725,1,Poor,Medium,Adult
CUST02708,35,63113.0,Self-Employed,679.0,3,33875.0,0.86,0,2,Tier 2,87969,0.53673569629078,1,Good,Medium,Adult
CUST02709,40,70108.0,Salaried,610.0,1,29185.0,0.74,0,2,Tier 3,91550,0.4162863011353911,1,Fair,Medium,Adult
CUST02710,34,41266.0,Salaried,811.0,1,25017.0,1.0,1,2,Tier 3,98007,0.6062375805748074,0,Excellent,Medium,Adult
CUST02711,39,108945.0,Self-Employed,705.0,3,63659.0,0.87,0,1,Tier 2,152501,0.5843223644958465,1,Good,High,Adult
CUST02712,40,28180.0,Salaried,722.0,0,9576.0,0.79,2,4,Tier 1,33676,0.3398154719659333,1,Good,Low,Adult
CUST02713,40,32078.0,Salaried,737.0,1,8680.0,0.78,0,2,Tier 3,42845,0.2705904358127065,1,Good,Low,Adult
CUST02714,40,37114.0,Self-Employed,748.0,2,15893.0,0.65,1,1,Tier 1,43221,0.428221156436924,1,Excellent,Low,Adult
CUST02715,40,62281.0,Self-Employed,805.0,1,31517.0,1.0,0,3,Tier 2,155703,0.5060451823188452,0,Excellent,Medium,Adult
CUST02716,31,42057.0,Self-Employed,589.0,0,22599.0,0.53,5,3,Tier 3,32559,0.5373421784720737,1,Fair,Medium,Adult
CUST02717,35,106114.0,Self-Employed,773.0,1,53744.0,0.91,0,0,Tier 3,253449,0.506474169289632,0,Excellent,High,Adult
CUST02718,30,68935.0,Salaried,644.0,0,24995.0,0.87,0,4,Tier 3,96564,0.3625879451657358,1,Fair,Medium,Adult
CUST02719,45,38437.0,Salaried,712.0,0,17364.0,0.73,1,3,Tier 2,46855,0.4517522179150298,1,Good,Low,Adult
CUST02720,35,60416.0,Salaried,817.0,3,39955.0,0.84,1,2,Tier 1,131162,0.661331435381356,1,Excellent,Medium,Adult
CUST02721,22,51989.0,Salaried,817.0,1,13606.0,0.95,0,1,Tier 3,126588,0.261709207717017,0,Excellent,Medium,Young
CUST02722,43,71256.0,Salaried,611.0,2,23702.0,0.79,0,1,Tier 1,95685,0.3326316380374986,1,Fair,Medium,Adult
CUST02723,41,73032.0,Salaried,742.0,2,25421.0,0.85,1,2,Tier 1,95826,0.3480802935699419,1,Excellent,Medium,Adult
CUST02724,27,15484.0,Salaried,791.0,1,10066.0,0.77,2,4,Tier 3,30323,0.6500904159132007,1,Excellent,Low,Young
CUST02725,35,24437.0,Salaried,725.0,2,6468.0,0.75,3,0,Tier 3,26487,0.2646806072758522,1,Good,Low,Adult
CUST02726,27,118411.0,Self-Employed,827.0,3,64727.125,1.0,0,2,Tier 1,296026,0.5466310140105227,0,Excellent,High,Young
CUST02727,47,91014.0,Salaried,713.0,1,55349.0,0.89,2,0,Tier 2,115256,0.6081372096600522,1,Good,High,Adult
CUST02728,44,54801.0,Self-Employed,599.0,1,19668.0,0.8,1,3,Tier 1,69953,0.358898560245251,1,Fair,Medium,Adult
CUST02729,50,73908.0,Salaried,809.0,2,47098.0,0.97,0,1,Tier 3,182071,0.6372517183525465,0,Excellent,Medium,Senior
CUST02730,47,86480.0,Self-Employed,806.0,1,25307.0,0.96,0,2,Tier 1,211443,0.2926341350601295,0,Excellent,High,Adult
CUST02731,35,57604.0,Salaried,727.0,3,15101.0,0.74,0,3,Tier 1,75250,0.2621519338934796,1,Good,Medium,Adult
CUST02732,36,88178.0,Self-Employed,858.0,1,29545.0,0.95,0,5,Tier 1,214501,0.3350608995441039,0,Excellent,High,Adult
CUST02733,31,44217.0,Self-Employed,627.0,1,27680.0,0.56,2,1,Tier 3,45055,0.6260035732862926,1,Fair,Medium,Adult
CUST02734,27,84934.0,Self-Employed,657.0,2,52171.0,0.62,0,1,Tier 1,102982,0.6142534203028234,1,Fair,High,Young
CUST02735,28,15000.0,Salaried,737.0,2,8253.0,0.65,1,1,Tier 3,17416,0.5502,1,Good,Low,Young
CUST02736,36,66673.0,Self-Employed,709.0,2,23722.0,0.68,0,1,Tier 3,83989,0.3557961993610607,1,Good,Medium,Adult
CUST02737,24,49070.0,Self-Employed,719.0,2,11979.0,0.72,1,1,Tier 2,59711,0.2441206439779906,1,Good,Medium,Young
CUST02738,33,66065.0,Salaried,707.0,0,26685.0,0.68,0,1,Tier 1,83262,0.4039203814425187,1,Good,Medium,Adult
CUST02739,30,50493.0,Salaried,711.0,3,16559.0,0.82,0,2,Tier 2,68969,0.3279464480224981,1,Good,Medium,Adult
CUST02740,34,20125.0,Self-Employed,644.0,1,13851.0,0.76,2,0,Tier 1,23559,0.6882484472049689,1,Fair,Low,Adult
CUST02741,42,78674.0,Salaried,710.0,1,29135.0,0.8,1,0,Tier 2,100234,0.3703256476091212,1,Good,Medium,Adult
CUST02742,34,64198.0,Self-Employed,863.0,2,15306.0,0.75,1,2,Tier 2,132293,0.238418642325306,1,Excellent,Medium,Adult
CUST02743,27,40273.0,Salaried,635.0,2,13011.0,0.63,0,3,Tier 2,49238,0.3230700469297047,1,Fair,Medium,Young
CUST02744,33,120208.0,Self-Employed,697.0,2,55374.0,0.72,0,1,Tier 2,154731,0.4606515373352855,1,Good,High,Adult
CUST02745,33,66394.0,Self-Employed,784.0,3,44523.0,0.92,1,0,Tier 1,151376,0.6705877037081664,0,Excellent,Medium,Adult
CUST02746,43,114379.0,Self-Employed,700.0,0,24793.0,0.84,0,1,Tier 1,158118,0.216761818165922,1,Good,High,Adult
CUST02747,24,68735.0,Self-Employed,779.0,0,15958.0,0.75,3,1,Tier 3,124881,0.2321670182585291,1,Excellent,Medium,Young
CUST02748,39,71451.0,Self-Employed,900.0,1,43720.0,1.0,0,1,Tier 2,178626,0.6118878672096961,0,Excellent,Medium,Adult
CUST02749,40,64859.0,Self-Employed,700.0,0,26734.0,0.73,1,1,Tier 3,79264,0.4121864351901818,1,Good,Medium,Adult
CUST02750,21,59378.0,Salaried,791.0,0,37210.0,0.85,2,4,Tier 1,122097,0.6266630738657415,1,Excellent,Medium,Young
CUST02751,30,38886.0,Salaried,756.0,3,10175.0,0.69,1,1,Tier 1,77341,0.2616622949133364,1,Excellent,Low,Adult
CUST02752,41,15000.0,Self-Employed,764.0,1,3581.0,1.0,0,0,Tier 3,37464,0.2387333333333333,0,Excellent,Low,Adult
CUST02753,29,72784.0,Salaried,684.0,2,15498.0,0.79,0,2,Tier 2,97685,0.2129314134974719,1,Good,Medium,Young
