age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
25,80229.0,Salaried,766.0,0,50516.0,0.99,1,4,Tier 3,0.629647634,0,Excellent,High,Young,189425
33,50737.0,Salaried,660.0,2,23563.0,0.73,2,1,Tier 2,0.46441453,1,Fair,Medium,Adult,58383
30,105858.0,Self-Employed,585.0,2,27420.0,0.64,1,2,Tier 1,0.259026243,1,Fair,High,Adult,122082
36,67350.0,Self-Employed,840.0,2,37555.0,0.81,0,2,Tier 1,0.557609503,1,Excellent,Medium,Adult,152684
28,27159.0,Self-Employed,518.0,1,14181.0,0.61,0,0,Tier 3,0.522147354,1,Poor,Low,Young,32777
40,65957.0,Salaried,702.0,1,22873.0,0.7,2,2,Tier 1,0.346786543,1,Good,Medium,Adult,74276
45,45610.0,Self-Employed,778.0,0,21179.0,0.85,0,2,Tier 2,0.464349923,1,Excellent,Medium,Adult,105463
34,119375.0,Self-Employed,589.0,3,26019.0,0.77,1,0,Tier 3,0.217960209,1,Fair,High,Adult,149416
28,41381.0,Salaried,632.0,1,12408.0,0.8,1,0,Tier 1,0.299847756,1,Fair,Medium,Young,52744
25,95135.0,Self-Employed,705.0,1,48296.0,0.78,3,0,Tier 3,0.507657539,1,Good,High,Young,105524
36,106590.0,Self-Employed,786.0,3,44815.0,0.88,1,0,Tier 3,0.420442818,1,Excellent,High,Adult,237653
44,49363.0,Salaried,726.0,0,14241.0,0.84,0,1,Tier 1,0.288495432,1,Good,Medium,Adult,68183
45,35344.0,Salaried,772.0,2,17523.0,0.96,0,3,Tier 3,0.495784292,0,Excellent,Low,Adult,86537
28,58910.0,Salaried,716.0,2,35907.0,0.85,1,2,Tier 2,0.609523001,1,Good,Medium,Young,77293
26,43987.0,Salaried,568.0,3,28016.0,0.7,1,1,Tier 3,0.636915452,1,Poor,Medium,Young,52770
47,62349.0,Salaried,666.0,0,34684.0,0.61,2,0,Tier 2,0.556287992,1,Fair,Medium,Adult,65882
38,15000.0,Salaried,778.0,0,8469.0,0.96,0,2,Tier 2,0.5646,0,Excellent,Low,Adult,36776
39,78685.0,Salaried,785.0,2,18902.0,0.95,0,2,Tier 2,0.240223677,0,Excellent,Medium,Adult,192248
31,98525.0,Self-Employed,677.0,3,27673.0,0.7,0,2,Tier 1,0.280872875,1,Good,High,Adult,125647
21,86828.0,Self-Employed,811.0,1,17523.0,0.9,0,0,Tier 3,0.201812779,0,Excellent,High,Young,205885
32,50352.0,Self-Employed,736.0,0,24762.0,0.76,2,1,Tier 1,0.491777884,1,Good,Medium,Adult,59058
42,78674.0,Salaried,710.0,1,29135.0,0.8,1,0,Tier 2,0.370325648,1,Good,Medium,Adult,100234
41,39938.0,Salaried,619.0,2,27598.0,0.76,0,4,Tier 1,0.691021083,1,Fair,Low,Adult,52654
37,30614.0,Salaried,732.0,3,15453.0,0.95,1,3,Tier 2,0.50476906,0,Good,Low,Adult,42536
44,51774.0,Salaried,802.0,3,30006.0,0.96,0,2,Tier 3,0.579557307,0,Excellent,Medium,Adult,127127
28,60290.0,Self-Employed,728.0,0,17587.0,0.7,1,4,Tier 1,0.291706751,1,Good,Medium,Young,72450
39,84520.0,Self-Employed,705.0,1,27073.0,0.57,3,3,Tier 2,0.320314718,1,Good,High,Adult,80734
33,86801.0,Salaried,791.0,1,25807.0,0.94,0,2,Tier 1,0.297312243,0,Excellent,High,Adult,209968
33,39360.0,Salaried,733.0,3,26131.0,0.86,0,2,Tier 2,0.663897358,1,Good,Low,Adult,54892
33,42550.0,Self-Employed,723.0,1,13964.0,0.68,1,4,Tier 2,0.328178613,1,Good,Medium,Adult,50371
26,66496.0,Self-Employed,687.0,3,22057.0,0.73,0,3,Tier 3,0.331704163,1,Good,Medium,Young,86273
38,46326.0,Self-Employed,725.0,2,28759.0,0.8,0,0,Tier 2,0.620796097,1,Good,Medium,Adult,62388
51,41437.0,Self-Employed,667.0,0,8751.0,0.64,0,2,Tier 1,0.211188069,1,Fair,Medium,Senior,50883
39,52384.0,Salaried,661.0,3,30290.0,0.92,1,1,Tier 1,0.578229994,0,Fair,Medium,Adult,71474
23,88333.0,Self-Employed,629.0,1,40226.0,0.65,2,2,Tier 3,0.455390398,1,Fair,High,Young,95936
36,88344.0,Self-Employed,675.0,0,17740.0,0.72,1,1,Tier 1,0.20080594,1,Good,High,Adult,107017
27,51391.0,Salaried,777.0,1,34423.0,0.94,0,1,Tier 1,0.669825456,0,Excellent,Medium,Young,124338
49,71942.0,Salaried,723.0,0,29242.0,0.81,2,3,Tier 1,0.40646632,1,Good,Medium,Adult,86982
42,73544.0,Salaried,866.0,2,50999.0,0.94,0,1,Tier 2,0.69344882,0,Excellent,Medium,Adult,178405
38,56306.0,Salaried,734.0,3,38376.0,0.87,0,3,Tier 2,0.681561468,1,Good,Medium,Adult,78761
28,21517.0,Salaried,872.0,2,7860.0,0.98,0,0,Tier 3,0.365292559,0,Excellent,Low,Young,53307
41,31403.0,Salaried,735.0,0,14159.0,0.82,1,3,Tier 2,0.450880489,1,Good,Low,Adult,40458
27,65351.0,Self-Employed,694.0,2,42129.0,0.86,0,0,Tier 3,0.644657312,1,Good,Medium,Young,91058
21,49745.0,Salaried,884.0,0,15195.0,1.0,0,1,Tier 1,0.305457835,0,Excellent,Medium,Young,124363
25,42469.0,Self-Employed,691.0,2,14426.0,0.97,0,0,Tier 2,0.339683063,0,Good,Medium,Young,62849
28,59514.0,Salaried,655.0,3,19153.0,0.97,2,0,Tier 2,0.321823437,0,Fair,Medium,Young,79018
32,53006.0,Self-Employed,591.0,2,20264.0,0.57,1,3,Tier 2,0.382296344,1,Fair,Medium,Adult,58372
34,29858.0,Self-Employed,861.0,1,19734.0,1.0,0,3,Tier 3,0.660928394,0,Excellent,Low,Adult,74646
41,120974.0,Self-Employed,664.0,3,64727.125,0.84,1,3,Tier 3,0.535049887,1,Fair,High,Adult,157530
21,31599.0,Salaried,845.0,3,8912.0,1.0,0,3,Tier 3,0.282034242,0,Excellent,Low,Young,78997
26,65999.0,Salaried,747.0,3,15513.0,0.93,0,0,Tier 2,0.235049016,0,Excellent,Medium,Young,95740
39,56587.0,Self-Employed,659.0,0,19926.0,0.74,0,2,Tier 3,0.352130348,1,Fair,Medium,Adult,73903
27,41422.0,Self-Employed,834.0,1,17647.0,0.97,1,0,Tier 1,0.426029646,0,Excellent,Medium,Young,97020
27,54781.0,Self-Employed,782.0,3,12425.0,0.9,0,1,Tier 2,0.226812216,0,Excellent,Medium,Young,129891
34,35597.0,Salaried,725.0,1,19455.0,0.81,2,0,Tier 3,0.54653482,1,Good,Low,Adult,42974
41,79176.0,Salaried,701.0,0,52140.0,0.67,4,0,Tier 2,0.658532889,1,Good,Medium,Adult,75327
31,73885.0,Salaried,636.0,0,35464.0,0.61,0,3,Tier 1,0.479989172,1,Fair,Medium,Adult,89395
27,130640.625,Self-Employed,810.0,3,41415.0,0.83,2,2,Tier 1,0.317014711,1,Excellent,High,Young,278216
35,118647.0,Self-Employed,658.0,2,26031.0,0.62,1,2,Tier 1,0.219398721,1,Fair,High,Adult,135133
34,78551.0,Self-Employed,686.0,0,30908.0,0.64,0,3,Tier 1,0.393476849,1,Good,Medium,Adult,96378
38,53531.0,Salaried,713.0,2,30372.0,0.74,1,1,Tier 3,0.567372177,1,Good,Medium,Adult,65715
31,70067.0,Self-Employed,861.0,0,28558.0,0.91,0,0,Tier 1,0.407581315,0,Excellent,Medium,Adult,167680
30,55485.0,Salaried,675.0,0,26304.0,0.72,0,0,Tier 2,0.474074074,1,Good,Medium,Adult,71756
44,33211.0,Salaried,689.0,1,8541.0,0.75,0,5,Tier 3,0.257173828,1,Good,Low,Adult,43612
30,48083.0,Salaried,832.0,0,29282.0,1.0,0,1,Tier 1,0.608988624,0,Excellent,Medium,Adult,120206
34,53083.0,Self-Employed,703.0,1,19422.0,0.84,0,1,Tier 3,0.365879849,1,Good,Medium,Adult,73283
29,107483.0,Self-Employed,739.0,0,43501.0,0.77,0,1,Tier 1,0.404724468,1,Good,High,Young,142695
33,32308.0,Salaried,747.0,1,13854.0,0.97,1,1,Tier 3,0.428810202,0,Excellent,Low,Adult,45320
26,41879.0,Salaried,762.0,3,26148.0,0.87,1,4,Tier 3,0.624370209,1,Excellent,Medium,Young,92685
21,68840.0,Salaried,740.0,0,24943.0,0.67,1,2,Tier 2,0.362332946,1,Excellent,Medium,Young,81116
37,113273.0,Self-Employed,697.0,0,64727.125,0.83,0,0,Tier 1,0.571425891,1,Good,High,Adult,155247
34,15823.0,Salaried,708.0,1,4249.0,0.97,2,1,Tier 3,0.268533148,0,Good,Low,Adult,20958
34,61960.0,Self-Employed,650.0,2,36388.0,0.76,1,1,Tier 1,0.587282117,1,Fair,Medium,Adult,77255
23,77889.0,Self-Employed,582.0,0,48007.0,0.73,1,1,Tier 2,0.616351475,1,Fair,Medium,Young,94993
21,46309.0,Salaried,790.0,1,29516.0,0.94,0,1,Tier 1,0.637370705,0,Excellent,Medium,Young,112297
31,89254.0,Self-Employed,630.0,1,24872.0,0.73,1,1,Tier 1,0.278665382,1,Fair,High,Adult,109191
33,92865.0,Self-Employed,683.0,2,36571.0,0.81,0,1,Tier 1,0.393808216,1,Good,High,Adult,125730
42,58548.0,Salaried,739.0,0,34720.0,0.7,1,0,Tier 3,0.593017695,1,Good,Medium,Adult,70317
41,31310.0,Salaried,830.0,3,9701.0,0.91,0,0,Tier 1,0.309837113,0,Excellent,Low,Adult,74669
35,99997.0,Self-Employed,741.0,0,63380.0,0.91,2,2,Tier 1,0.633819015,0,Excellent,High,Adult,128249
36,44486.0,Salaried,795.0,2,20948.0,0.82,1,3,Tier 3,0.470889718,1,Excellent,Medium,Adult,95792
24,57236.0,Salaried,806.0,0,20772.0,0.92,0,0,Tier 3,0.362918443,0,Excellent,Medium,Young,137350
24,26984.0,Self-Employed,689.0,3,6561.0,0.95,0,1,Tier 1,0.243144085,0,Good,Low,Young,39416
34,48535.0,Self-Employed,716.0,3,22376.0,0.75,0,2,Tier 3,0.461028124,1,Good,Medium,Adult,63636
31,74819.0,Salaried,745.0,3,47196.0,0.84,1,0,Tier 2,0.630802336,1,Excellent,Medium,Adult,97622
45,15000.0,Salaried,760.0,2,4237.0,1.0,1,3,Tier 1,0.282466667,0,Excellent,Low,Adult,35559
38,90139.0,Salaried,726.0,0,62028.0,0.75,2,2,Tier 3,0.68813721,1,Good,High,Adult,104738
36,65130.0,Salaried,674.0,0,20449.0,0.69,1,2,Tier 1,0.313972056,1,Good,Medium,Adult,77740
39,25997.0,Salaried,816.0,0,7215.0,0.87,0,1,Tier 2,0.277532023,1,Excellent,Low,Adult,60619
37,39837.0,Self-Employed,645.0,2,20271.0,0.76,0,2,Tier 1,0.508848558,1,Fair,Low,Adult,52654
23,39325.0,Self-Employed,716.0,1,10336.0,0.87,0,1,Tier 2,0.262835346,1,Good,Low,Young,55228
31,93696.0,Self-Employed,772.0,3,53769.0,1.0,0,2,Tier 3,0.573866547,0,Excellent,High,Adult,234239
35,15000.0,Salaried,730.0,2,7795.0,0.68,2,0,Tier 1,0.519666667,1,Good,Low,Adult,16607
43,15000.0,Self-Employed,694.0,3,8811.0,0.75,1,1,Tier 3,0.5874,1,Good,Low,Adult,18521
28,41061.0,Salaried,813.0,1,11771.0,0.92,1,1,Tier 3,0.28667105,0,Excellent,Medium,Young,93282
43,27158.0,Salaried,722.0,0,17194.0,0.78,1,2,Tier 2,0.633109949,1,Good,Low,Adult,34215
30,129218.0,Self-Employed,744.0,3,33934.0,0.94,0,2,Tier 1,0.262610472,0,Excellent,High,Adult,188071
25,46477.0,Salaried,850.0,2,31207.0,1.0,0,2,Tier 3,0.671450395,0,Excellent,Medium,Young,116191
36,24050.0,Salaried,659.0,0,4965.0,0.85,2,0,Tier 1,0.206444906,1,Fair,Low,Adult,29747
40,49380.0,Self-Employed,711.0,2,29049.0,0.79,2,2,Tier 2,0.588274605,1,Good,Medium,Adult,58880
27,40583.0,Salaried,674.0,3,11258.0,0.86,0,1,Tier 1,0.277406796,1,Good,Medium,Young,56507
39,15000.0,Salaried,672.0,0,10218.0,0.88,1,2,Tier 1,0.6812,1,Good,Low,Adult,20009
47,90987.0,Self-Employed,827.0,1,55386.0,0.93,1,0,Tier 1,0.608724323,0,Excellent,High,Adult,208346
38,38016.0,Salaried,709.0,3,20673.0,0.85,4,4,Tier 3,0.543797348,1,Good,Low,Adult,41211
34,77975.0,Self-Employed,876.0,3,49749.0,0.82,1,2,Tier 3,0.638012183,1,Excellent,Medium,Adult,167664
33,35248.0,Salaried,576.0,2,21226.0,0.62,0,1,Tier 1,0.602190195,1,Poor,Low,Adult,42695
39,33063.0,Salaried,819.0,3,14523.0,0.89,0,0,Tier 2,0.439252336,1,Excellent,Low,Adult,78074
51,52664.0,Salaried,689.0,0,26024.0,0.77,3,2,Tier 1,0.494151603,1,Good,Medium,Senior,58177
24,48288.0,Salaried,724.0,0,29850.0,0.69,0,2,Tier 2,0.618166004,1,Good,Medium,Young,61226
42,116775.0,Self-Employed,737.0,2,64727.125,0.85,1,3,Tier 1,0.554289231,1,Good,High,Adult,153615
32,90064.0,Salaried,737.0,2,21874.0,0.98,1,1,Tier 1,0.242871736,0,Good,High,Adult,127317
38,96739.0,Self-Employed,851.0,0,43642.0,1.0,0,2,Tier 1,0.451131395,0,Excellent,High,Adult,241847
54,43041.0,Salaried,716.0,0,13700.0,0.8,0,0,Tier 1,0.318301155,1,Good,Medium,Senior,58069
21,85393.0,Salaried,785.0,1,44154.0,0.87,0,0,Tier 3,0.517068144,1,Excellent,High,Young,199575
40,15000.0,Self-Employed,787.0,3,7264.0,0.96,0,0,Tier 3,0.484266667,0,Excellent,Low,Adult,36826
43,86154.0,Salaried,725.0,3,51729.0,0.81,2,1,Tier 3,0.600424821,1,Good,High,Adult,104030
48,54303.0,Salaried,757.0,1,27727.0,0.72,1,3,Tier 2,0.510597941,1,Excellent,Medium,Adult,110179
31,76951.0,Salaried,724.0,3,40558.0,0.86,1,0,Tier 3,0.527062676,1,Good,Medium,Adult,101556
45,108529.0,Self-Employed,683.0,1,23705.0,0.88,1,3,Tier 3,0.218420883,1,Good,High,Adult,144708
29,37415.0,Salaried,680.0,2,9814.0,0.63,0,0,Tier 1,0.262301216,1,Good,Low,Young,45692
22,31285.0,Salaried,756.0,3,18567.0,0.94,0,1,Tier 2,0.593479303,0,Excellent,Low,Young,75933
29,15000.0,Salaried,677.0,3,10334.0,0.69,0,0,Tier 1,0.688933333,1,Good,Low,Young,19035
40,72869.0,Self-Employed,683.0,2,28746.0,0.73,1,2,Tier 1,0.39448874,1,Good,Medium,Adult,88847
39,60849.0,Salaried,820.0,0,27214.0,0.83,0,3,Tier 1,0.447238245,1,Excellent,Medium,Adult,138990
44,22641.0,Self-Employed,733.0,3,12425.0,0.76,0,1,Tier 3,0.548783181,1,Good,Low,Adult,29803
29,106755.0,Self-Employed,712.0,3,64727.125,0.66,1,3,Tier 1,0.606314693,1,Good,High,Young,124739
27,47103.0,Salaried,663.0,1,23933.0,0.68,2,6,Tier 2,0.508099272,1,Fair,Medium,Young,52330
40,52894.0,Salaried,676.0,1,24288.0,0.83,1,0,Tier 2,0.459182516,1,Good,Medium,Adult,68536
35,78727.0,Self-Employed,623.0,0,50786.0,0.75,0,2,Tier 1,0.645089995,1,Fair,Medium,Adult,103574
22,97081.0,Salaried,650.0,3,27201.0,0.8,2,1,Tier 2,0.280188708,1,Fair,High,Young,116801
41,26206.0,Salaried,657.0,2,6259.0,0.69,0,3,Tier 3,0.238838434,1,Fair,Low,Adult,33134
34,15000.0,Salaried,707.0,2,8273.0,0.75,0,3,Tier 1,0.551533333,1,Good,Low,Adult,19631
45,99264.0,Self-Employed,775.0,2,45300.0,0.86,1,0,Tier 2,0.456358801,1,Excellent,High,Adult,218369
31,70205.0,Salaried,705.0,0,45825.0,0.79,0,3,Tier 3,0.652731287,1,Good,Medium,Adult,94267
39,49076.0,Salaried,734.0,2,10442.0,0.89,0,0,Tier 3,0.212772027,1,Good,Medium,Adult,69667
36,47066.0,Salaried,808.0,1,21126.0,0.93,0,3,Tier 2,0.448859049,0,Excellent,Medium,Adult,113698
36,42985.0,Salaried,900.0,0,16986.0,1.0,0,2,Tier 1,0.395161103,0,Excellent,Medium,Adult,107463
46,18775.0,Self-Employed,691.0,2,12417.0,0.99,0,1,Tier 2,0.661358189,0,Good,Low,Adult,27952
39,87771.0,Self-Employed,652.0,2,46892.0,0.65,0,1,Tier 1,0.534253911,1,Fair,High,Adult,108598
39,71485.0,Salaried,799.0,1,41531.0,0.84,0,2,Tier 3,0.58097503,1,Excellent,Medium,Adult,164160
42,64920.0,Salaried,668.0,3,14595.0,0.78,1,0,Tier 3,0.224815157,1,Fair,Medium,Adult,81947
46,128595.0,Self-Employed,803.0,1,44812.0,0.81,1,2,Tier 2,0.348473891,1,Excellent,High,Adult,275652
36,104511.0,Self-Employed,604.0,3,48783.0,0.77,1,4,Tier 1,0.466773832,1,Fair,High,Adult,131180
40,93301.0,Self-Employed,631.0,1,27882.0,0.73,0,1,Tier 1,0.298839241,1,Fair,High,Adult,121383
37,34157.0,Salaried,752.0,2,15554.0,0.73,0,0,Tier 2,0.45536786,1,Excellent,Low,Adult,73662
27,88195.0,Self-Employed,756.0,2,56840.0,0.72,0,1,Tier 2,0.64448098,1,Excellent,High,Young,189923
34,43122.0,Salaried,766.0,1,12811.0,0.83,0,3,Tier 2,0.297087334,1,Excellent,Medium,Adult,98532
27,29802.0,Salaried,672.0,2,15227.0,0.61,1,1,Tier 1,0.510938863,1,Good,Low,Young,33754
40,41910.0,Salaried,771.0,1,12186.0,0.89,0,2,Tier 2,0.290765927,1,Excellent,Medium,Adult,98844
31,68402.0,Self-Employed,696.0,1,22806.0,0.82,1,2,Tier 1,0.333411304,1,Good,Medium,Adult,88244
28,52705.0,Self-Employed,512.0,0,11047.0,0.66,0,1,Tier 3,0.209600607,1,Poor,Medium,Young,65427
35,47132.0,Salaried,717.0,3,30595.0,0.92,0,1,Tier 2,0.649134346,0,Good,Medium,Adult,67705
39,94474.0,Salaried,815.0,1,31524.0,0.95,0,1,Tier 3,0.333679107,0,Excellent,High,Adult,230198
47,122581.0,Self-Employed,664.0,1,64727.125,0.74,1,1,Tier 1,0.528035544,1,Fair,High,Adult,150682
28,82744.0,Salaried,605.0,3,31660.0,0.83,3,0,Tier 1,0.382625931,1,Fair,High,Young,94935
21,75395.0,Self-Employed,758.0,2,17974.0,0.91,0,3,Tier 1,0.238397772,0,Excellent,Medium,Young,180352
31,51382.0,Salaried,504.5,2,33429.0,0.61,1,1,Tier 2,0.650597486,1,Poor,Medium,Adult,58213
33,120487.0,Self-Employed,770.0,3,64727.125,1.0,0,0,Tier 1,0.537212521,0,Excellent,High,Adult,301218
31,23617.0,Salaried,707.0,3,13521.0,0.75,0,3,Tier 1,0.572511327,1,Good,Low,Adult,31066
33,42344.0,Salaried,710.0,2,12260.0,0.84,0,1,Tier 2,0.289533346,1,Good,Medium,Adult,58580
35,77980.0,Self-Employed,679.0,3,36954.0,0.78,3,0,Tier 2,0.473890741,1,Good,Medium,Adult,86692
31,87172.0,Self-Employed,651.0,2,34213.0,0.86,1,1,Tier 2,0.392476942,1,Fair,High,Adult,114975
29,94972.0,Self-Employed,735.0,1,35766.0,0.88,0,1,Tier 1,0.376595207,1,Good,High,Young,134084
40,26784.0,Salaried,811.0,0,16559.0,0.82,3,4,Tier 3,0.618242234,1,Excellent,Low,Adult,50840
31,121933.0,Self-Employed,711.0,1,43843.0,0.86,0,4,Tier 1,0.359566319,1,Good,High,Adult,169787
40,98817.0,Self-Employed,677.0,2,37138.0,0.84,2,2,Tier 2,0.375826022,1,Good,High,Adult,121760
43,53444.0,Salaried,714.0,0,34517.0,0.76,0,0,Tier 2,0.645853604,1,Good,Medium,Adult,70695
37,48346.0,Salaried,739.0,2,17852.0,0.79,0,2,Tier 2,0.369254954,1,Good,Medium,Adult,64965
43,58728.0,Self-Employed,811.0,3,21414.0,0.88,0,2,Tier 2,0.364630159,1,Excellent,Medium,Adult,138337
31,76067.0,Salaried,727.0,0,32729.0,0.82,1,1,Tier 2,0.430265424,1,Good,Medium,Adult,98149
26,58746.0,Salaried,628.0,0,17271.0,0.76,1,2,Tier 1,0.293994485,1,Fair,Medium,Young,73198
39,31845.0,Salaried,841.0,1,19455.0,1.0,0,1,Tier 1,0.610927932,0,Excellent,Low,Adult,79612
36,71603.0,Salaried,673.0,2,21521.0,0.91,0,2,Tier 1,0.300560032,0,Good,Medium,Adult,102714
31,30374.0,Self-Employed,781.0,0,7360.0,0.84,2,2,Tier 1,0.242312504,1,Excellent,Low,Adult,62211
52,45797.0,Salaried,690.0,1,19278.0,0.77,2,2,Tier 2,0.420944603,1,Good,Medium,Senior,53856
41,75203.0,Salaried,717.0,2,45634.0,0.67,1,1,Tier 1,0.606810899,1,Good,Medium,Adult,88738
31,15000.0,Self-Employed,753.0,2,4364.0,0.86,0,2,Tier 3,0.290933333,1,Excellent,Low,Adult,34893
45,60734.0,Self-Employed,682.0,1,36664.0,0.7,3,0,Tier 3,0.603681628,1,Good,Medium,Adult,63702
34,44813.0,Self-Employed,710.0,3,21339.0,0.77,1,1,Tier 3,0.476178787,1,Good,Medium,Adult,56201
39,48998.0,Salaried,837.0,3,11921.0,1.0,0,6,Tier 3,0.243295645,0,Excellent,Medium,Adult,122495
37,82680.0,Self-Employed,860.0,3,34496.0,1.0,2,2,Tier 3,0.417223029,0,Excellent,High,Adult,186030
43,43725.0,Self-Employed,725.0,1,16785.0,0.77,1,1,Tier 2,0.383876501,1,Good,Medium,Adult,54808
32,45555.0,Self-Employed,548.0,1,10840.0,0.53,1,0,Tier 1,0.237954121,1,Poor,Medium,Adult,49005
40,52489.0,Salaried,677.0,1,21276.0,0.73,1,1,Tier 1,0.405342072,1,Good,Medium,Adult,64036
25,35174.0,Salaried,787.0,2,22135.0,0.81,1,5,Tier 3,0.629300051,1,Excellent,Low,Young,75250
51,55037.0,Salaried,797.0,2,34269.0,1.0,0,1,Tier 3,0.622653851,0,Excellent,Medium,Senior,137593
31,84976.0,Salaried,754.0,0,32849.0,0.91,0,0,Tier 2,0.386567972,0,Excellent,High,Adult,203137
35,86153.0,Salaried,851.0,2,49537.0,0.85,1,1,Tier 3,0.574988683,1,Excellent,High,Adult,188312
38,44619.0,Self-Employed,654.0,3,24458.0,0.65,1,2,Tier 3,0.548152132,1,Fair,Medium,Adult,51898
35,103083.0,Self-Employed,817.0,3,28873.0,1.0,0,1,Tier 3,0.280094681,0,Excellent,High,Adult,257706
35,37663.0,Self-Employed,668.0,1,16795.0,0.84,0,2,Tier 2,0.445928365,1,Fair,Low,Adult,51887
40,56937.0,Salaried,760.0,2,20209.0,0.76,1,2,Tier 2,0.354936158,1,Excellent,Medium,Adult,117954
41,76608.0,Salaried,825.0,3,20238.0,0.9,0,2,Tier 3,0.264176065,0,Excellent,Medium,Adult,182340
29,48548.0,Salaried,802.0,1,31278.0,1.0,0,0,Tier 3,0.644269589,0,Excellent,Medium,Young,121371
35,96140.0,Salaried,705.0,3,54785.0,0.77,0,1,Tier 1,0.569846058,1,Good,High,Adult,127359
25,55004.0,Salaried,691.0,0,31851.0,0.66,0,3,Tier 1,0.579066977,1,Good,Medium,Young,68458
41,15000.0,Salaried,758.0,1,6951.0,0.93,0,2,Tier 2,0.4634,0,Excellent,Low,Adult,36212
32,27592.0,Salaried,711.0,3,10220.0,0.76,2,2,Tier 3,0.370397217,1,Good,Low,Adult,32180
33,16312.0,Self-Employed,739.0,3,3359.0,0.9,1,1,Tier 2,0.205922021,0,Good,Low,Adult,21966
41,59479.0,Salaried,662.0,3,29747.0,0.82,2,1,Tier 3,0.500126095,1,Fair,Medium,Adult,72458
46,42063.0,Self-Employed,707.0,0,13058.0,0.78,1,4,Tier 2,0.310439103,1,Good,Medium,Adult,53091
32,69996.0,Salaried,699.0,1,36464.0,0.86,1,3,Tier 3,0.520944054,1,Good,Medium,Adult,92200
41,29209.0,Self-Employed,760.0,0,14174.0,0.87,0,0,Tier 3,0.485261392,1,Excellent,Low,Adult,68298
21,18970.0,Self-Employed,687.0,1,13252.0,0.62,0,2,Tier 1,0.6985767,1,Good,Low,Young,23027
36,31778.0,Self-Employed,776.0,2,15968.0,0.95,0,0,Tier 1,0.502485997,0,Excellent,Low,Adult,77259
38,82263.0,Salaried,844.0,3,40444.0,0.97,1,1,Tier 3,0.491642658,0,Excellent,High,Adult,191929
27,70705.0,Salaried,666.0,3,30087.0,0.71,0,0,Tier 2,0.425528605,1,Fair,Medium,Young,90797
29,15000.0,Salaried,762.0,1,3672.0,0.91,0,0,Tier 1,0.2448,0,Excellent,Low,Young,35870
31,53930.0,Salaried,696.0,0,11561.0,0.7,2,3,Tier 1,0.21437048,1,Good,Medium,Adult,60830
45,59321.0,Salaried,900.0,0,27231.0,1.0,1,0,Tier 1,0.459044858,0,Excellent,Medium,Adult,140886
31,15000.0,Salaried,888.0,0,6742.0,1.0,0,2,Tier 3,0.449466667,0,Excellent,Low,Adult,37500
43,117176.0,Self-Employed,776.0,0,49646.0,0.87,0,3,Tier 3,0.423687445,1,Excellent,High,Adult,273479
27,52441.0,Self-Employed,694.0,0,28428.0,0.81,2,5,Tier 2,0.542094926,1,Good,Medium,Young,63422
28,73931.0,Salaried,690.0,0,24024.0,0.72,0,1,Tier 2,0.324951644,1,Good,Medium,Young,95629
23,55951.0,Salaried,722.0,3,35026.0,0.72,2,2,Tier 1,0.626012046,1,Good,Medium,Young,63925
44,72200.0,Self-Employed,758.0,2,37372.0,0.91,2,1,Tier 1,0.517617729,0,Excellent,Medium,Adult,154216
37,72647.0,Self-Employed,888.0,2,44526.0,1.0,0,0,Tier 1,0.612908998,0,Excellent,Medium,Adult,181616
21,71017.0,Self-Employed,624.0,2,30558.0,0.68,2,1,Tier 2,0.430291339,1,Fair,Medium,Young,78629
34,25169.0,Salaried,738.0,2,13687.0,0.72,0,4,Tier 2,0.543803886,1,Good,Low,Adult,32462
45,129612.0,Self-Employed,677.0,0,64727.125,0.8,4,1,Tier 3,0.499391453,1,Good,High,Adult,136532
22,45265.0,Self-Employed,805.0,2,27944.0,0.89,0,1,Tier 2,0.617342317,1,Excellent,Medium,Young,106956
31,15000.0,Salaried,840.0,2,8420.0,0.83,0,2,Tier 2,0.561333333,1,Excellent,Low,Adult,34349
33,62103.0,Salaried,697.0,1,30589.0,0.8,1,2,Tier 1,0.492552695,1,Good,Medium,Adult,79413
41,69569.0,Self-Employed,709.0,1,16845.0,0.68,2,4,Tier 1,0.242133709,1,Good,Medium,Adult,77136
48,79825.0,Self-Employed,650.0,1,37033.0,0.67,1,0,Tier 2,0.463927341,1,Fair,Medium,Adult,94259
29,37243.0,Salaried,682.0,0,10435.0,0.64,1,1,Tier 2,0.280186881,1,Good,Low,Young,43040
29,17539.0,Salaried,686.0,0,10948.0,0.83,2,3,Tier 3,0.624208906,1,Good,Low,Young,21495
28,44101.0,Salaried,819.0,2,23540.0,0.93,0,1,Tier 2,0.533774744,0,Excellent,Medium,Young,106611
29,27968.0,Salaried,698.0,1,9835.0,0.85,0,1,Tier 2,0.351651888,1,Good,Low,Young,38817
32,83958.0,Self-Employed,762.0,0,22369.0,0.92,0,2,Tier 3,0.266430834,0,Excellent,High,Adult,201939
44,74416.0,Self-Employed,702.0,3,17423.0,0.76,4,1,Tier 2,0.234129757,1,Good,Medium,Adult,75764
21,15000.0,Salaried,672.0,0,6055.0,0.79,1,2,Tier 1,0.403666667,1,Good,Low,Young,19008
