age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket
40,83061.0,Self-Employed,764.0,2,43389.0,0.89,0,3,Tier 3,196065,0.5223751218983639,1,Excellent,High,Adult
32,74386.0,Self-Employed,764.0,2,40619.0,0.87,0,2,Tier 1,173763,0.5460570537466728,1,Excellent,Medium,Adult
45,37497.0,Salaried,697.0,3,13175.0,0.87,0,0,Tier 1,52533,0.35136144224871324,1,Good,Low,Adult
36,28286.0,Salaried,746.0,0,11519.0,0.89,0,1,Tier 1,40037,0.40723326027009826,1,Excellent,Low,Adult
32,91985.0,Self-Employed,767.0,3,23510.0,0.84,2,3,Tier 1,188760,0.25558514975267704,1,Excellent,High,Adult
28,129497.0,Self-Employed,742.0,1,55213.0,0.86,0,1,Tier 1,180465,0.4263650895387538,1,Excellent,High,Young
36,54161.0,Salaried,523.0,3,13763.0,0.71,1,2,Tier 3,65521,0.25411273794796996,1,Poor,Medium,Adult
43,125348.0,Self-Employed,865.0,1,38729.0,0.78,1,4,Tier 2,263852,0.3089718224463095,1,Excellent,High,Adult
35,15000.0,Salaried,655.0,1,4595.0,0.78,0,1,Tier 3,20016,0.30633333333333335,1,Fair,Low,Adult
39,110183.0,Self-Employed,790.0,1,55082.0,0.82,1,3,Tier 1,237485,0.49991377980269186,1,Excellent,High,Adult
30,41442.0,Self-Employed,782.0,2,24248.0,0.9,0,2,Tier 1,98319,0.5851068963853095,0,Excellent,Medium,Adult
40,18731.0,Salaried,611.0,3,3789.0,0.63,2,1,Tier 1,20087,0.20228498211521007,1,Fair,Low,Adult
21,39900.0,Self-Employed,776.0,3,27456.0,0.9,0,2,Tier 1,94634,0.6881203007518797,0,Excellent,Low,Young
46,53732.0,Salaried,527.0,3,37052.0,0.68,1,3,Tier 1,63869,0.689570460805479,1,Poor,Medium,Adult
38,46326.0,Self-Employed,725.0,2,28759.0,0.8,0,0,Tier 2,62388,0.6207960972240211,1,Good,Medium,Adult
32,120655.0,Self-Employed,709.0,1,53230.0,0.73,4,3,Tier 3,119934,0.44117525175085986,1,Good,High,Adult
45,43344.0,Salaried,711.0,0,14802.0,0.92,0,1,Tier 1,62383,0.34150055370985605,0,Good,Medium,Adult
28,70291.0,Salaried,668.0,1,32384.0,0.76,1,1,Tier 1,87463,0.46071332033973056,1,Fair,Medium,Young
23,89598.0,Self-Employed,679.0,0,56536.0,0.61,1,0,Tier 2,101600,0.6309962275943659,1,Good,High,Young
34,25463.0,Salaried,723.0,3,5949.0,0.8,3,1,Tier 2,28653,0.2336331147154695,1,Good,Low,Adult
32,20298.0,Self-Employed,770.0,0,11212.0,0.76,0,1,Tier 3,44667,0.5523696915952311,1,Excellent,Low,Adult
43,26022.0,Self-Employed,676.0,1,12699.0,0.64,1,2,Tier 2,30143,0.4880101452617016,1,Good,Low,Adult
25,26381.0,Salaried,572.0,3,7999.0,0.64,1,0,Tier 3,30443,0.30321064402410824,1,Poor,Low,Young
43,45704.0,Salaried,714.0,0,9703.0,0.71,1,1,Tier 1,55145,0.2123008927008577,1,Good,Medium,Adult
28,58910.0,Salaried,716.0,2,35907.0,0.85,1,2,Tier 2,77293,0.6095230011882533,1,Good,Medium,Young
42,52552.0,Salaried,884.0,2,35600.0,1.0,1,1,Tier 3,124811,0.67742426548942,0,Excellent,Medium,Adult
30,96076.0,Salaried,763.0,2,38610.0,0.94,0,1,Tier 2,232564,0.40186935342853575,0,Excellent,High,Adult
27,89705.0,Self-Employed,552.0,0,32921.0,0.5,0,3,Tier 3,101064,0.36699180647678503,1,Poor,High,Young
32,69959.0,Salaried,734.0,3,42809.0,0.84,2,0,Tier 3,86014,0.611915550536743,1,Good,Medium,Adult
24,34611.0,Salaried,666.0,1,6997.0,0.52,0,4,Tier 2,39511,0.20216116263615613,1,Fair,Low,Young
45,78335.0,Self-Employed,900.0,2,32697.0,1.0,0,0,Tier 3,195838,0.41739962979511075,0,Excellent,Medium,Adult
23,126197.0,Self-Employed,767.0,3,64727.125,0.62,0,2,Tier 2,255181,0.512905417719914,1,Excellent,High,Young
39,130640.625,Self-Employed,712.0,2,64727.125,0.88,1,2,Tier 3,197459,0.49545939480923334,1,Good,High,Adult
35,76084.0,Self-Employed,526.0,2,51202.0,0.74,0,0,Tier 3,99025,0.6729667209925871,1,Poor,Medium,Adult
30,60324.0,Salaried,750.0,0,36810.0,0.99,0,0,Tier 2,90127,0.6102048935746966,0,Excellent,Medium,Adult
21,41219.0,Self-Employed,681.0,0,11480.0,0.72,1,6,Tier 2,49992,0.2785123365438269,1,Good,Medium,Young
27,75733.0,Salaried,630.0,3,20032.0,0.83,0,1,Tier 2,104224,0.2645082064621763,1,Fair,Medium,Young
36,122319.0,Self-Employed,800.0,0,64727.125,0.82,1,1,Tier 2,263092,0.5291665644748568,1,Excellent,High,Adult
34,59737.0,Salaried,761.0,1,30300.0,0.8,0,1,Tier 1,134659,0.5072233289251218,1,Excellent,Medium,Adult
27,86493.0,Self-Employed,632.0,3,21935.0,0.69,2,0,Tier 2,96404,0.25360433792330017,1,Fair,High,Young
26,86928.0,Self-Employed,734.0,3,51557.0,0.72,0,1,Tier 2,112241,0.5931000368120743,1,Good,High,Young
27,77512.0,Salaried,614.0,1,47004.0,0.57,1,4,Tier 3,85721,0.6064093301682321,1,Fair,Medium,Young
21,59155.0,Self-Employed,687.0,1,14980.0,0.81,2,3,Tier 3,71629,0.2532330318654383,1,Good,Medium,Young
27,51883.0,Salaried,900.0,0,10860.0,1.0,1,2,Tier 2,123221,0.20931711736021433,0,Excellent,Medium,Young
33,89307.0,Self-Employed,705.0,1,30604.0,0.65,2,2,Tier 2,96958,0.34268310434792343,1,Good,High,Adult
35,67383.0,Salaried,752.0,3,31037.0,0.88,0,3,Tier 3,158361,0.46060579077808944,1,Excellent,Medium,Adult
42,130640.625,Self-Employed,900.0,3,40055.0,0.93,0,1,Tier 1,317371,0.30660447314914485,0,Excellent,High,Adult
37,85787.0,Salaried,738.0,3,55354.0,0.82,2,2,Tier 1,104253,0.6452492801939688,1,Good,High,Adult
31,63654.0,Salaried,782.0,1,42069.0,0.93,1,2,Tier 3,145231,0.6609011216891318,0,Excellent,Medium,Adult
23,52603.0,Salaried,747.0,3,18678.0,1.0,0,1,Tier 2,78882,0.3550748056194514,0,Excellent,Medium,Young
32,91122.0,Self-Employed,578.0,3,27722.0,0.74,0,2,Tier 1,119198,0.3042294945238252,1,Poor,High,Adult
24,30476.0,Salaried,679.0,3,8353.0,0.73,2,0,Tier 3,35019,0.27408452552828455,1,Good,Low,Young
40,106788.0,Self-Employed,804.0,1,64727.125,0.86,0,3,Tier 3,247961,0.6061273270404914,1,Excellent,High,Adult
41,96380.0,Self-Employed,668.0,3,20336.0,0.86,0,0,Tier 3,134159,0.2109981323926126,1,Fair,High,Adult
47,48231.0,Salaried,843.0,3,9892.0,0.85,2,1,Tier 1,99454,0.2050963073541913,1,Excellent,Medium,Adult
36,76099.0,Self-Employed,721.0,1,32152.0,0.63,2,0,Tier 1,81597,0.4225022667840576,1,Good,Medium,Adult
37,82689.0,Salaried,767.0,1,30226.0,0.97,0,2,Tier 1,203649,0.36553834246393113,0,Excellent,High,Adult
38,68441.0,Self-Employed,693.0,2,36892.0,1.0,0,0,Tier 2,102661,0.539033620198419,0,Good,Medium,Adult
34,90755.0,Self-Employed,681.0,2,61402.0,0.92,0,0,Tier 2,130561,0.6765687840890309,0,Good,High,Adult
55,74203.0,Salaried,641.0,2,39070.0,0.81,3,2,Tier 3,84175,0.5265285770117111,1,Fair,Medium,Senior
23,74603.0,Self-Employed,624.0,3,25148.0,0.73,1,1,Tier 3,91336,0.3370910017023444,1,Fair,Medium,Young
46,128595.0,Self-Employed,803.0,1,44812.0,0.81,1,2,Tier 2,275652,0.34847389089777986,1,Excellent,High,Adult
49,54474.0,Salaried,710.0,3,29472.0,0.71,2,2,Tier 1,61554,0.5410287476594339,1,Good,Medium,Adult
37,65214.0,Self-Employed,679.0,3,18881.0,0.81,0,4,Tier 1,88611,0.2895237219002055,1,Good,Medium,Adult
37,15000.0,Self-Employed,581.0,0,4392.0,0.6,2,2,Tier 3,15795,0.2928,1,Fair,Low,Adult
40,79495.0,Self-Employed,654.0,2,46088.0,0.77,2,1,Tier 2,93564,0.5797597333165608,1,Fair,Medium,Adult
35,93310.0,Self-Employed,678.0,0,25559.0,0.8,1,1,Tier 3,119091,0.27391490729825313,1,Good,High,Adult
42,37488.0,Self-Employed,657.0,2,24144.0,0.69,0,3,Tier 2,47426,0.6440460947503202,1,Fair,Low,Adult
38,77584.0,Salaried,683.0,1,39252.0,1.0,0,2,Tier 1,116375,0.5059290575376366,0,Good,Medium,Adult
24,38157.0,Self-Employed,677.0,3,8047.0,0.68,2,3,Tier 1,42329,0.21089184160180308,1,Good,Low,Young
23,68739.0,Self-Employed,718.0,1,31327.0,0.81,0,2,Tier 2,93199,0.45573837268508416,1,Good,Medium,Young
39,61695.0,Salaried,700.0,1,26887.0,0.69,1,0,Tier 1,73554,0.4358051705972931,1,Good,Medium,Adult
25,78545.0,Self-Employed,688.0,3,30170.0,0.61,2,2,Tier 1,83351,0.3841110191609905,1,Good,Medium,Young
39,67120.0,Self-Employed,762.0,2,18164.0,0.82,1,2,Tier 3,144091,0.2706197854588796,1,Excellent,Medium,Adult
33,62540.0,Salaried,661.0,2,23438.0,0.55,2,1,Tier 1,63307,0.3747681483850336,1,Fair,Medium,Adult
47,120427.0,Self-Employed,613.0,0,43106.0,0.56,0,0,Tier 3,141307,0.35794298620741194,1,Fair,High,Adult
37,51467.0,Self-Employed,624.0,3,22957.0,0.62,1,1,Tier 1,58747,0.44605281053879187,1,Fair,Medium,Adult
46,85290.0,Self-Employed,731.0,0,40030.0,0.95,0,4,Tier 2,124517,0.46933989916754604,0,Good,High,Adult
48,42386.0,Salaried,714.0,2,23206.0,0.95,0,2,Tier 1,62037,0.5474920964469401,0,Good,Medium,Adult
22,67878.0,Salaried,793.0,2,42874.0,0.86,0,1,Tier 3,157808,0.6316332243142108,1,Excellent,Medium,Young
43,32524.0,Salaried,689.0,0,20092.0,0.77,0,0,Tier 2,43076,0.6177591932111671,1,Good,Low,Adult
32,78036.0,Salaried,737.0,3,45220.0,0.74,1,0,Tier 3,95799,0.579476139217797,1,Good,Medium,Adult
33,26126.0,Salaried,853.0,2,8668.0,0.99,0,1,Tier 2,64955,0.33177677409477146,0,Excellent,Low,Adult
35,35320.0,Salaried,781.0,3,24172.0,0.69,0,0,Tier 3,74430,0.6843714609286523,1,Excellent,Low,Adult
31,15000.0,Self-Employed,812.0,0,3464.0,0.72,0,0,Tier 2,32319,0.23093333333333332,1,Excellent,Low,Adult
21,84244.0,Self-Employed,674.0,1,22411.0,0.72,1,4,Tier 1,102043,0.26602488011015624,1,Good,High,Young
32,35022.0,Self-Employed,665.0,3,11294.0,0.69,0,2,Tier 3,44336,0.32248301067900176,1,Fair,Low,Adult
35,76434.0,Self-Employed,763.0,3,43058.0,0.69,1,1,Tier 1,151667,0.5633356883062511,1,Excellent,Medium,Adult
31,28113.0,Salaried,794.0,1,12033.0,0.8,0,2,Tier 2,63344,0.4280226229858073,1,Excellent,Low,Adult
30,71831.0,Salaried,673.0,2,21438.0,0.75,0,3,Tier 3,94085,0.2984505297155824,1,Good,Medium,Adult
38,15000.0,Salaried,627.0,2,7502.0,0.74,3,4,Tier 3,16176,0.5001333333333333,1,Fair,Low,Adult
41,37339.0,Salaried,574.0,1,18547.0,0.52,3,1,Tier 1,34179,0.4967192479712901,1,Poor,Low,Adult
35,42560.0,Salaried,606.0,3,29195.0,0.85,2,0,Tier 3,52646,0.6859727443609023,1,Fair,Medium,Adult
35,59143.0,Salaried,603.0,3,16055.0,0.66,0,2,Tier 3,73621,0.27146069695483827,1,Fair,Medium,Adult
34,47268.0,Salaried,613.0,3,22900.0,0.76,0,1,Tier 3,62506,0.4844715240754845,1,Fair,Medium,Adult
46,83184.0,Self-Employed,785.0,0,57473.0,0.85,2,0,Tier 1,171344,0.6909141180996345,1,Excellent,High,Adult
46,41744.0,Salaried,696.0,2,12580.0,0.77,2,0,Tier 2,49190,0.3013606745879647,1,Good,Medium,Adult
34,28526.0,Salaried,669.0,1,11450.0,0.69,7,0,Tier 1,21168,0.40138820724952673,1,Fair,Low,Adult
38,46172.0,Self-Employed,807.0,1,31829.0,1.0,0,2,Tier 2,115428,0.6893571861734384,0,Excellent,Medium,Adult
29,61458.0,Salaried,642.0,0,25158.0,0.74,0,0,Tier 1,80109,0.4093527286927658,1,Fair,Medium,Young
32,59680.0,Salaried,756.0,3,28366.0,0.81,1,2,Tier 1,127444,0.4753016085790885,1,Excellent,Medium,Adult
37,83974.0,Salaried,796.0,3,32207.0,0.91,1,0,Tier 1,189572,0.383535379998571,0,Excellent,High,Adult
46,31925.0,Salaried,741.0,2,12553.0,0.9,0,0,Tier 2,45434,0.3932028191072827,0,Excellent,Low,Adult
44,44912.0,Salaried,718.0,2,13747.0,0.77,1,4,Tier 1,56149,0.3060874599216245,1,Good,Medium,Adult
44,28940.0,Self-Employed,802.0,0,17921.0,0.79,2,0,Tier 1,57451,0.6192467173462336,1,Excellent,Low,Adult
34,86192.0,Self-Employed,625.0,1,49955.0,0.69,0,0,Tier 1,109326,0.5795781511045108,1,Fair,High,Adult
36,82688.0,Self-Employed,840.0,1,17853.0,1.0,0,1,Tier 3,206720,0.21590799148606812,0,Excellent,High,Adult
32,56864.0,Salaried,674.0,1,21870.0,0.82,3,1,Tier 3,65007,0.3846018570624648,1,Good,Medium,Adult
50,61871.0,Salaried,744.0,2,19314.0,0.7,1,0,Tier 3,74208,0.3121656349501382,1,Excellent,Medium,Senior
38,33391.0,Self-Employed,780.0,3,20512.0,0.98,0,1,Tier 3,82490,0.6142972657302866,0,Excellent,Low,Adult
36,56066.0,Self-Employed,845.0,3,34765.0,1.0,0,2,Tier 3,140164,0.6200727713765919,0,Excellent,Medium,Adult
21,127132.0,Self-Employed,900.0,2,48781.0,0.94,0,2,Tier 1,307631,0.38370355221344743,0,Excellent,High,Young
43,46120.0,Self-Employed,732.0,3,14249.0,0.74,2,0,Tier 3,53121,0.3089549002601908,1,Good,Medium,Adult
27,75120.0,Self-Employed,649.0,2,17371.0,0.67,2,1,Tier 1,82742,0.2312433439829606,1,Fair,Medium,Young
27,39917.0,Salaried,647.0,2,12222.0,0.69,1,4,Tier 3,47555,0.30618533456923114,1,Fair,Low,Young
41,60618.0,Salaried,868.0,0,40609.0,0.98,0,3,Tier 2,150098,0.6699165264442904,0,Excellent,Medium,Adult
29,33261.0,Salaried,825.0,1,17742.0,0.95,1,0,Tier 1,77069,0.5334175160097412,0,Excellent,Low,Young
31,92204.0,Self-Employed,805.0,2,55366.0,0.96,0,1,Tier 2,226350,0.6004728645178083,0,Excellent,High,Adult
39,37853.0,Salaried,626.0,0,13087.0,0.79,0,1,Tier 3,50921,0.3457321744643753,1,Fair,Low,Adult
37,35761.0,Salaried,679.0,1,14389.0,0.75,1,1,Tier 2,44279,0.40236570565700064,1,Good,Low,Adult
21,29602.0,Self-Employed,684.0,1,15228.0,0.76,1,1,Tier 1,36770,0.514424701033714,1,Good,Low,Young
21,46309.0,Salaried,790.0,1,29516.0,0.94,0,1,Tier 1,112297,0.6373707054784167,0,Excellent,Medium,Young
39,43917.0,Salaried,680.0,0,27177.0,0.62,4,1,Tier 2,40255,0.6188264225698477,1,Good,Medium,Adult
25,18969.0,Salaried,683.0,0,10576.0,0.81,1,2,Tier 1,24313,0.5575412515156307,1,Good,Low,Young
30,49139.0,Salaried,671.0,1,20272.0,0.87,1,1,Tier 1,65136,0.41254400781456685,1,Good,Medium,Adult
28,82228.0,Self-Employed,725.0,0,19730.0,0.58,3,1,Tier 2,78712,0.2399425986282045,1,Good,High,Young
23,15000.0,Salaried,647.0,3,9852.0,0.76,0,3,Tier 3,19822,0.6568,1,Fair,Low,Young
40,56366.0,Salaried,604.0,2,32889.0,0.72,1,2,Tier 3,68484,0.5834900471915694,1,Fair,Medium,Adult
34,60107.0,Salaried,682.0,0,32355.0,0.84,1,2,Tier 3,78575,0.5382900494118822,1,Good,Medium,Adult
38,67345.0,Salaried,740.0,3,15498.0,0.8,0,2,Tier 2,90690,0.23012844309154354,1,Excellent,Medium,Adult
45,32125.0,Salaried,627.0,1,15222.0,0.64,5,0,Tier 3,27578,0.4738365758754864,1,Fair,Low,Adult
42,55330.0,Salaried,752.0,0,15716.0,0.86,0,1,Tier 2,128441,0.28404120730164467,1,Excellent,Medium,Adult
38,58781.0,Salaried,761.0,0,12161.0,0.82,1,2,Tier 3,126485,0.20688657899661456,1,Excellent,Medium,Adult
41,20497.0,Salaried,739.0,1,4357.0,0.98,1,5,Tier 1,28843,0.21256769283309754,0,Good,Low,Adult
34,85687.0,Self-Employed,784.0,2,37658.0,0.83,0,2,Tier 2,196167,0.4394832354966331,1,Excellent,High,Adult
38,39843.0,Salaried,640.0,0,13209.0,0.67,1,1,Tier 2,46925,0.3315262404939387,1,Fair,Low,Adult
57,44755.0,Salaried,629.0,0,22690.0,0.63,1,0,Tier 2,51211,0.5069824600603284,1,Fair,Medium,Senior
25,23910.0,Salaried,820.0,2,6998.0,0.94,0,3,Tier 1,58095,0.29268088665830194,0,Excellent,Low,Young
35,43160.0,Salaried,870.0,0,24957.0,0.91,1,0,Tier 3,97418,0.5782437442075996,0,Excellent,Medium,Adult
36,87398.0,Self-Employed,823.0,1,41908.0,0.98,0,3,Tier 2,216355,0.47950754021831166,0,Excellent,High,Adult
47,72590.0,Salaried,757.0,0,15559.0,1.0,1,0,Tier 2,172402,0.21434081829453092,0,Excellent,Medium,Adult
24,43566.0,Salaried,597.0,2,27607.0,0.51,1,1,Tier 1,46193,0.6336822292613506,1,Fair,Medium,Young
36,70516.0,Salaried,819.0,2,22936.0,0.88,1,0,Tier 3,157244,0.32525951557093424,1,Excellent,Medium,Adult
39,92801.0,Self-Employed,564.0,1,50104.0,0.66,0,2,Tier 1,115691,0.5399079751295783,1,Poor,High,Adult
28,41326.0,Salaried,691.0,0,23947.0,0.65,2,2,Tier 2,45086,0.57946571165852,1,Good,Medium,Young
36,59735.0,Salaried,727.0,2,21886.0,0.94,0,3,Tier 2,87006,0.3663848664936804,0,Good,Medium,Adult
26,62889.0,Salaried,813.0,1,25992.0,0.84,0,1,Tier 2,144859,0.41329962314554214,1,Excellent,Medium,Young
28,102777.0,Self-Employed,568.0,3,34447.0,0.58,0,2,Tier 1,121568,0.33516253636514004,1,Poor,High,Young
33,22731.0,Salaried,697.0,0,9015.0,0.56,3,2,Tier 2,21416,0.396594958426818,1,Good,Low,Adult
38,130640.625,Self-Employed,798.0,0,59341.0,0.91,0,1,Tier 1,324625,0.4542308336323406,0,Excellent,High,Adult
21,32325.0,Salaried,687.0,2,11021.0,0.72,2,1,Tier 3,36892,0.3409435421500387,1,Good,Low,Young
30,45365.0,Self-Employed,631.0,1,21070.0,0.78,3,3,Tier 3,50431,0.46445497630331756,1,Fair,Medium,Adult
32,45786.0,Salaried,672.0,1,23441.0,0.71,0,0,Tier 3,58634,0.5119687240641244,1,Good,Medium,Adult
42,34493.0,Self-Employed,625.0,1,12537.0,0.76,0,1,Tier 1,45603,0.3634650508798887,1,Fair,Low,Adult
42,66810.0,Self-Employed,736.0,2,20646.0,0.86,1,2,Tier 3,88258,0.3090255949708128,1,Good,Medium,Adult
26,33733.0,Salaried,583.0,1,12799.0,0.74,1,0,Tier 2,41463,0.37942074526428127,1,Fair,Low,Young
34,69918.0,Self-Employed,688.0,1,24160.0,0.83,3,1,Tier 1,80207,0.34554764152292683,1,Good,Medium,Adult
35,34521.0,Salaried,857.0,3,11864.0,1.0,1,1,Tier 1,81988,0.34367486457518615,0,Excellent,Low,Adult
35,53518.0,Salaried,662.0,0,15763.0,0.62,0,0,Tier 3,65217,0.29453641765387345,1,Fair,Medium,Adult
35,113333.0,Self-Employed,726.0,0,60990.0,0.94,0,2,Tier 2,164565,0.5381486416136518,0,Good,High,Adult
44,44087.0,Salaried,750.0,3,15299.0,0.94,1,1,Tier 2,60694,0.3470183954453694,0,Excellent,Medium,Adult
46,15000.0,Self-Employed,702.0,1,6401.0,0.73,0,2,Tier 3,19507,0.42673333333333335,1,Good,Low,Adult
29,33455.0,Salaried,751.0,2,11709.0,0.83,0,0,Tier 3,76552,0.3499925272754446,1,Excellent,Low,Young
35,102934.0,Self-Employed,770.0,1,41818.0,0.79,0,2,Tier 3,230665,0.4062603221481726,1,Excellent,High,Adult
21,26575.0,Salaried,740.0,1,12192.0,0.77,0,1,Tier 3,35354,0.4587770460959548,1,Excellent,Low,Young
39,76821.0,Salaried,631.0,2,19860.0,0.63,1,2,Tier 1,88213,0.2585230601007537,1,Fair,Medium,Adult
42,41967.0,Self-Employed,777.0,3,23111.0,0.8,2,1,Tier 3,83935,0.5506945933709819,1,Excellent,Medium,Adult
49,78306.0,Salaried,519.0,2,39082.0,0.6,1,1,Tier 3,88006,0.49909330064107477,1,Poor,Medium,Adult
50,73854.0,Salaried,753.0,0,28003.0,0.91,0,3,Tier 1,176364,0.3791670051723671,0,Excellent,Medium,Senior
37,34724.0,Salaried,678.0,0,10141.0,0.55,0,1,Tier 1,40391,0.29204584725262067,1,Good,Low,Adult
22,90088.0,Self-Employed,616.0,1,56474.0,0.69,1,2,Tier 2,107351,0.6268759435218897,1,Fair,High,Young
37,67540.0,Self-Employed,698.0,3,25187.0,0.61,0,5,Tier 1,81529,0.37291975125851345,1,Good,Medium,Adult
28,130640.625,Self-Employed,741.0,3,50406.0,0.67,1,0,Tier 2,156875,0.3858371008252601,1,Excellent,High,Young
31,87820.0,Self-Employed,707.0,2,60607.0,0.86,0,1,Tier 2,122291,0.6901275335914371,1,Good,High,Adult
40,83496.0,Salaried,811.0,2,45437.0,0.83,1,1,Tier 3,180141,0.5441817572099262,1,Excellent,High,Adult
28,51242.0,Salaried,821.0,3,34432.0,0.65,1,0,Tier 1,99025,0.6719487920065571,1,Excellent,Medium,Young
37,67330.0,Self-Employed,675.0,1,16737.0,0.79,0,1,Tier 3,90587,0.2485816129511362,1,Good,Medium,Adult
44,130640.625,Self-Employed,837.0,3,58989.0,1.0,0,2,Tier 2,339326,0.45153641908862574,0,Excellent,High,Adult
35,35037.0,Salaried,709.0,2,14204.0,0.71,3,1,Tier 2,37136,0.4054000057082513,1,Good,Low,Adult
43,39560.0,Salaried,654.0,3,18856.0,0.92,1,1,Tier 1,53978,0.4766430738119312,0,Fair,Low,Adult
22,74357.0,Salaried,618.0,3,48627.0,0.71,2,1,Tier 1,84254,0.6539666742875587,1,Fair,Medium,Young
57,70582.0,Salaried,775.0,2,20056.0,1.0,0,1,Tier 1,176455,0.2841517667393953,0,Excellent,Medium,Senior
40,28918.0,Salaried,555.0,3,11895.0,0.73,0,2,Tier 2,37582,0.4113355003803859,1,Poor,Low,Adult
42,47917.0,Salaried,725.0,2,24954.0,0.74,1,2,Tier 3,59030,0.5207755076486424,1,Good,Medium,Adult
31,35819.0,Salaried,746.0,3,15550.0,0.74,2,0,Tier 3,41264,0.4341271392277841,1,Excellent,Low,Adult
46,71875.0,Salaried,612.0,2,30896.0,0.87,1,1,Tier 1,95497,0.4298573913043478,1,Fair,Medium,Adult
37,77232.0,Self-Employed,603.0,2,41661.0,0.72,1,3,Tier 3,93624,0.5394266625233064,1,Fair,Medium,Adult
40,48408.0,Self-Employed,695.0,1,21408.0,0.82,1,2,Tier 3,62387,0.4422409519087754,1,Good,Medium,Adult
38,58006.0,Self-Employed,542.0,0,36215.0,0.76,1,3,Tier 2,72006,0.624331965658725,1,Poor,Medium,Adult
35,63113.0,Self-Employed,679.0,3,33875.0,0.86,0,2,Tier 2,87969,0.53673569629078,1,Good,Medium,Adult
40,70108.0,Salaried,610.0,1,29185.0,0.74,0,2,Tier 3,91550,0.4162863011353911,1,Fair,Medium,Adult
34,41266.0,Salaried,811.0,1,25017.0,1.0,1,2,Tier 3,98007,0.6062375805748074,0,Excellent,Medium,Adult
39,108945.0,Self-Employed,705.0,3,63659.0,0.87,0,1,Tier 2,152501,0.5843223644958465,1,Good,High,Adult
40,28180.0,Salaried,722.0,0,9576.0,0.79,2,4,Tier 1,33676,0.3398154719659333,1,Good,Low,Adult
40,32078.0,Salaried,737.0,1,8680.0,0.78,0,2,Tier 3,42845,0.27059043581270653,1,Good,Low,Adult
40,37114.0,Self-Employed,748.0,2,15893.0,0.65,1,1,Tier 1,43221,0.42822115643692404,1,Excellent,Low,Adult
40,62281.0,Self-Employed,805.0,1,31517.0,1.0,0,3,Tier 2,155703,0.5060451823188452,0,Excellent,Medium,Adult
31,42057.0,Self-Employed,589.0,0,22599.0,0.53,5,3,Tier 3,32559,0.5373421784720737,1,Fair,Medium,Adult
35,106114.0,Self-Employed,773.0,1,53744.0,0.91,0,0,Tier 3,253449,0.506474169289632,0,Excellent,High,Adult
30,68935.0,Salaried,644.0,0,24995.0,0.87,0,4,Tier 3,96564,0.36258794516573584,1,Fair,Medium,Adult
45,38437.0,Salaried,712.0,0,17364.0,0.73,1,3,Tier 2,46855,0.4517522179150298,1,Good,Low,Adult
35,60416.0,Salaried,817.0,3,39955.0,0.84,1,2,Tier 1,131162,0.661331435381356,1,Excellent,Medium,Adult
22,51989.0,Salaried,817.0,1,13606.0,0.95,0,1,Tier 3,126588,0.26170920771701706,0,Excellent,Medium,Young
43,71256.0,Salaried,611.0,2,23702.0,0.79,0,1,Tier 1,95685,0.3326316380374986,1,Fair,Medium,Adult
41,73032.0,Salaried,742.0,2,25421.0,0.85,1,2,Tier 1,95826,0.34808029356994197,1,Excellent,Medium,Adult
27,15484.0,Salaried,791.0,1,10066.0,0.77,2,4,Tier 3,30323,0.6500904159132007,1,Excellent,Low,Young
35,24437.0,Salaried,725.0,2,6468.0,0.75,3,0,Tier 3,26487,0.2646806072758522,1,Good,Low,Adult
27,118411.0,Self-Employed,827.0,3,64727.125,1.0,0,2,Tier 1,296026,0.5466310140105227,0,Excellent,High,Young
47,91014.0,Salaried,713.0,1,55349.0,0.89,2,0,Tier 2,115256,0.6081372096600522,1,Good,High,Adult
44,54801.0,Self-Employed,599.0,1,19668.0,0.8,1,3,Tier 1,69953,0.358898560245251,1,Fair,Medium,Adult
50,73908.0,Salaried,809.0,2,47098.0,0.97,0,1,Tier 3,182071,0.6372517183525465,0,Excellent,Medium,Senior
47,86480.0,Self-Employed,806.0,1,25307.0,0.96,0,2,Tier 1,211443,0.29263413506012953,0,Excellent,High,Adult
35,57604.0,Salaried,727.0,3,15101.0,0.74,0,3,Tier 1,75250,0.2621519338934796,1,Good,Medium,Adult
36,88178.0,Self-Employed,858.0,1,29545.0,0.95,0,5,Tier 1,214501,0.33506089954410395,0,Excellent,High,Adult
31,44217.0,Self-Employed,627.0,1,27680.0,0.56,2,1,Tier 3,45055,0.6260035732862926,1,Fair,Medium,Adult
27,84934.0,Self-Employed,657.0,2,52171.0,0.62,0,1,Tier 1,102982,0.6142534203028234,1,Fair,High,Young
28,15000.0,Salaried,737.0,2,8253.0,0.65,1,1,Tier 3,17416,0.5502,1,Good,Low,Young
36,66673.0,Self-Employed,709.0,2,23722.0,0.68,0,1,Tier 3,83989,0.3557961993610607,1,Good,Medium,Adult
24,49070.0,Self-Employed,719.0,2,11979.0,0.72,1,1,Tier 2,59711,0.24412064397799063,1,Good,Medium,Young
33,66065.0,Salaried,707.0,0,26685.0,0.68,0,1,Tier 1,83262,0.40392038144251874,1,Good,Medium,Adult
30,50493.0,Salaried,711.0,3,16559.0,0.82,0,2,Tier 2,68969,0.32794644802249817,1,Good,Medium,Adult
